Provider_Name,Address,City,County,Doses_W13
Paris Regional Cancer Center,3550 Ne Loop 286,Paris,LAMAR,100
Tapia Internal Medicine Clinic,1800 Farm Road 195,Paris,LAMAR,100
Lamb Healthcare Center,1500 S Sunset Ave,Littlefield,LAMB,100
Olton Rural Health Clinic,524 8th Street,Olton,LAMB,100
Advent Health Rollins Brook Hospital,608 North Key Avenue,Lampasas,LAMPASAS,400
Brookshires Pharmacy 74 - Hallettsville,1514 N Texana St,Hallettsville,LAVACA,100
"Hallettsville Pharmacy, LLC",304 N. Texana St.,Hallettsville,LAVACA,100
Lavaca Family Health Clinic,1406 North Texana,Hallettsville,LAVACA,100
Lavaca Medical Center,1400 N Texana St,Hallettsville,LAVACA,300
Moulton Clinic,100 S Pecan,Moulton,LAVACA,100
Wagner Medcial Clinic,124 E. Wolters 2nd Street,Shiner,LAVACA,100
Yoakum Community Hospital,1200 Carl Ramert Drive,Yoakum,LAVACA,500
Brookshires Pharmacy 37,513 E Austin St,Giddings,LEE,100
Davam Urgent Care,2454 E Austin St,Giddings,LEE,100
"Laura Birnbaum, M.D., P.A.",219 A East Railroad Row,Giddings,LEE,100
Pieratt's Pharmacy,233 S. Manse,Giddings,LEE,100
Healthpoint Centerville,607 W Lassater,Centerville,LEON,100
"Family Medicine Clinic, James M. Orms, MD, PA",8812 Highway 79 West,Jewett,LEON,100
Dshs Cleveland Clinic,300 Campbell St,Cleveland,LIBERTY,100
Health Center of Southeast Texas,307 N. William Barnett Ave.,Cleveland,LIBERTY,200
Morgan Family Medicine,117 South William Barnett,Cleveland,LIBERTY,200
"BioMedical Applications of Texas, Inc",1003 N. Cleveland St,Dayton,LIBERTY,100
Dayton Family Medical Clinic,205 N Main St,Dayton,LIBERTY,100
Texas Department of Criminal Justice Plane,904 FM 686,Dayton,LIBERTY,100
Liberty Dayton Regional Medical Center,1353 N Travis St,Liberty,LIBERTY,200
Limestone Medical Center,701 Mcclintic Dr,Groesbeck,LIMESTONE,100
Rettig Family Health,204 W Trinity St,Groesbeck,LIMESTONE,100
Dshs Mexia,939 Industrial Blvd,Mexia,LIMESTONE,100
Parkview Regional Hospital,600 S Bonham St,Mexia,LIMESTONE,100
Teare Memorial Clinic,146 Pioneer Dr,Booker,LIPSCOMB,200
Live Oak County Health Department,301 Houston St Annex Bldg Rm 10,George West,LIVE OAK,200
Live Oak Community Health Center,105 E Thornton,Three Rivers,LIVE OAK,200
Corner Drug,600 Bessemer Ave,Llano,LLANO,100
Hill Country Direct Care,904 Ford St,Llano,LLANO,100
MidCoast Medical Center-Central,200 W. Ollie Street,Llano,LLANO,200
"Cathy Malouf, Md Pa",3711 22nd St Ste A,Lubbock,LUBBOCK,100
Community Health Center Of Lubbock - Lubbock 2,1610 5th St,Lubbock,LUBBOCK,300
Covenant Medical Center,3615 19th St,Lubbock,LUBBOCK,500
Dshs Phr 1 Hq - Lubbock (Re),6302 Iola Ave,Lubbock,LUBBOCK,"2,340"
JD Healthcare 2 LLC,1824 PARKWAY DR,Lubbock,LUBBOCK,300
JPM HEALTHCARE LLC,3436 34TH ST,Lubbock,LUBBOCK,100
Specialty Rx LLC,2604 50th Street,Lubbock,LUBBOCK,100
Ttuhsc-Son Combest Center,301 40th St,Lubbock,LUBBOCK,100
UNIVERSITY MEDICAL CENTER LUBBOCK,602 Indiana Ave,Lubbock,LUBBOCK,500
JD HEALTHCARE,165 S 9TH ST,Slaton,LUBBOCK,100
Donald Freitag MD,2600 Lockwood St Ste A,Tahoka,LYNN,100
Family Wellness Clinic,1809 Lockwood Ave,Tahoka,LYNN,100
Brookshires Pharmacy 1005,810 S State St,Madisonville,MADISON,100
Brookshires Pharmacy 30 - Madisonville,403 E Main St,Madisonville,MADISON,100
Chi St. Joseph Madison Hospital,100 W Cross St,Madisonville,MADISON,100
"HEALTHIER WAY FAMILY CARE, PLLC",110 N WALNUT ST,Jefferson,MARION,200
Martin County Hospital District,600 Interstate 20 East,Stanton,MARTIN,200
Frontera Healthcare Network Mason Clinic,216 E College,Mason,MASON,200
Heb Pharmacy 292,2700 7th St,Bay City,MATAGORDA,100
Medical Arts Clinic - Bay City,1120 Avenue G,Bay City,MATAGORDA,100
Mehop Family And Behavioral Health,1700 Golden Ave,Bay City,MATAGORDA,100
Palacios Medical Clinic,307 Green Ave.,Palacios,MATAGORDA,100
Palacios Prescription Shoppe,321 Main Street,Palacios,MATAGORDA,100
Fort Duncan Regional Medical Center - Eagle Pass,3333 N Foster Maldonado Blvd,Eagle Pass,MAVERICK,100
Maverick County Hospital District,3406 Bob Rogers Dr Ste 290,Eagle Pass,MAVERICK,500
Brady Medical Clinic,2010 Nine Rd,Brady,MCCULLOCH,200
Frontera Healthcare-Brady,2205 S Bridge St Ste 300,Brady,MCCULLOCH,100
Amg Providence Hewitt,729 Sun Valley Blvd.,Hewitt,MCLENNAN,100
"Hewitt Drug, LLC",511 N Hewitt Dr Ste 1,Hewitt,MCLENNAN,100
Brookshires Pharmacy 68 - Mcgregor,1250 W Mcgregor Dr,McGregor,MCLENNAN,100
"Baylor Health Enterprises, L.P. dba Baylor Scott & White Phar 829 N. Loop 340",,Waco,MCLENNAN,100
"Baylor Health Enterprises, L.P. dba Baylor Scott & White Phar 1001 Hewitt Drive",,Waco,MCLENNAN,100
"Baylor Health Enterprises, L.P. dba Baylor Scott & White Phar 50 Hillcrest Medical Blvd",,Waco,MCLENNAN,100
Baylor Scott And White Hillcrest Bellmead Clinic,851 N Loop 340,Waco,MCLENNAN,200
Baylor Scott And White Hillcrest Hewitt,1001 Hewitt Dr,Waco,MCLENNAN,200
Baylor Scott White Med Ctr Hillcrest,100 Hillcrest Medical Blvd,Waco,MCLENNAN,"1,000"
Baylor University Student Health Services,209 Speight Ave Fl 2,Waco,MCLENNAN,500
Bells Hill Community Clinic,911 S 20th St,Waco,MCLENNAN,100
Brookshires Pharmacy 90,100 Peplow Dr,Waco,MCLENNAN,100
Circle Drug,3211 Robinson Dr,Waco,MCLENNAN,100
Community Clinic At Mcc,4601 North 19th Street,Waco,MCLENNAN,100
Elm Avenue Community & Dental Clinic,609 Elm Ave,Waco,MCLENNAN,100
Heb Pharmacy 423,1301 Wooded Acres Dr,Waco,MCLENNAN,100
HEB Pharmacy 557,801 Ih 35 N,Waco,MCLENNAN,100
HEB Pharmacy 583,9100 Woodway Dr,Waco,MCLENNAN,100
HEB Pharmacy 64,3801 N 19th St,Waco,MCLENNAN,100
Heb Pharmacy 672,1821 South Valley Mills Dr,Waco,MCLENNAN,100
Lynns Lavega Pharmacy,2401 E Waco Dr,Waco,MCLENNAN,200
Oceans Healthcare of Waco,5931 Crosslake Pkwy,Waco,MCLENNAN,100
Providence Clinic - Londonderry,7003 Woodway Dr,Waco,MCLENNAN,100
Providence Family Health Center-Woodway,6101 Woodway Drive,Waco,MCLENNAN,100
Providence Family Health Clinic Fish Pond,6600 Fish Pond Rd,Waco,MCLENNAN,100
Providence Family Health Clinic Lacy Lakeview,1130 N Loop 340,Waco,MCLENNAN,100
Providence Family Health Clinic Sanger Ave,6614 Sanger Ave,Waco,MCLENNAN,100
Providence Lakeshore,2100 Lake Shore Dr,Waco,MCLENNAN,100
Sams Club Pharmacy 8286,2301 E Waco Dr,Waco,MCLENNAN,100
Scott & White Waco Family Medicine,7700 Fish Pond Rd,Waco,MCLENNAN,200
Waco Center for Youth,3501 N. 19th St.,Waco,MCLENNAN,100
Waco Internal Medicine Associates,301 Richland W Cir,Waco,MCLENNAN,100
Walgreens Pharmacy 04606,4100 Bosque Blvd,Waco,MCLENNAN,100
Walgreens Pharmacy 04607,1520 S Valley Mills Dr,Waco,MCLENNAN,100
Generation Rx Inc,206 N Main,West,MCLENNAN,100
Old Corner Drug,200 N Main,West,MCLENNAN,100
"Executive Medical Services, PC",8301 Mars Dr,Woodway,MCLENNAN,100
Walgreens Pharmacy 09648,9101 Woodway Dr,Woodway,MCLENNAN,100
Mcmullen Community Health Center,203 Hackberry St,Tilden,MCMULLEN,200
God's Country Pharmacy,1703 19th street,Hondo,MEDINA,100
Hondo Medical Clinic,3200 Avenue E,Hondo,MEDINA,300
LHD Medina CO Health Dept (RE),1206 15th St,Hondo,MEDINA,"1,000"
Medina Regional Hospital,3100 Avenue E,Hondo,MEDINA,400
Frontera Clinic-Menard,119 S. Ellis,Menard,MENARD,200
Albertsons Pharmacy 672,1002 Andrews Hwy,Midland,MIDLAND,100
Graham Pharmacy,1601 W Wall St,Midland,MIDLAND,100
Marathon Health-Midland,600 W. Illinois Street,Midland,MIDLAND,100
Midland Community Healthcare Services - Midland 1,801 E Florida Ave,Midland,MIDLAND,300
Topline Care Pharmaceuticals LLC,4400 W Loop 250 N,Midland,MIDLAND,100
LHD MILAM CO HEALTH DEPT (RE),209 S. Houston Ave,Cameron,MILAM,300
Family Practice Clinic Of Mills County,1501 W Front St,Goldthwaite,MILLS,100
"Mcmahan Pharmacy Services, Inc.",1503 W Front St,Goldthwaite,MILLS,100
Mills County Medical Clinic - Mills county,1510 Hanna Valley Rd,Goldthwaite,MILLS,100
Mitchell County Hospital,997 W I20,Colorado City,MITCHELL,200
Faith Community Rural Health Clinic Bowie,1010 N Mill St,Bowie,MONTAGUE,100
Nocona General Hospital,100 Park Rd,Nocona,MONTAGUE,100
Advanced Internal Medicine of The Woodlands,3115 College Park Dr,Conroe,MONTGOMERY,100
Conroe Doctors Urgent Care,17002 Gleneagle Dr South,Conroe,MONTGOMERY,100
Conroe Willis Family Medicine,4015 Interstate 45 N Ste 220,Conroe,MONTGOMERY,100
Family First Urgent Care,2510 S Loop 336 W,Conroe,MONTGOMERY,200
Family Life Medical,508 Medical Center Blvd,Conroe,MONTGOMERY,100
Houston Methodist The Woodlands Hsptl,17201 Interstate 45 S,Conroe,MONTGOMERY,"5,850"
Joe Corley Detention Center,500 Hilbig Rd,Conroe,MONTGOMERY,100
Kelsey Seybold Clinic -Conroe,690 S. Loop 336 W,Conroe,MONTGOMERY,100
Kroger Pharmacy 316,4747 Research Forest Dr,Conroe,MONTGOMERY,200
Montgomery County Phd,1300 S Loop 336 W,Conroe,MONTGOMERY,"2,500"
Next Level Urgent Care Conroe,1246 N Farm To Market 3083 Rd W St Conroe,,MONTGOMERY,100
Next Level Urgent Care Montgomery County,521 N Thompson St,Conroe,MONTGOMERY,100
Pharmacy investment associates LLC,3301 W Davis St,Conroe,MONTGOMERY,100
"Script Experts Pharmacy, LLC",525 WOODLAND SQUARE BLVD SUITE Conroe,,MONTGOMERY,300
Texas Children's Hospital Woodlands,17600 Interstate 45 S,Conroe,MONTGOMERY,"1,000"
"23330 Emergency Center, LLC",23330 US 59 North,Kingwood,MONTGOMERY,300
Kingwood Medical Center,22999 Us Highway 59,Kingwood,MONTGOMERY,100
Davam Urgent Care,6022 Fm 1488 Rd,Magnolia,MONTGOMERY,100
Kool Kids Pediatrics - Magnolia,610 Melton St,Magnolia,MONTGOMERY,100
Magnolia Pharmacy,18230 Fm 1488 Rd Ste 100,Magnolia,MONTGOMERY,100
Fresenius Kidney Care,22310 McClesky Rd,New Caney,MONTGOMERY,100
Altus Baytown Hospital - Porter,22678 Hwy. 59,Porter,MONTGOMERY,100
Kelsey Seybold Kingwood,25553 U.S. Highway 59,Porter,MONTGOMERY,100
Kelsey-Seybold Clinic The Woodlands,106 Vision Park Blvd,Shenandoah,MONTGOMERY,100
Nexus Specialty Hospital,123 Vision Park Blvd,Shenandoah,MONTGOMERY,100
Express Family Clinic Spring,610 Rayford Rd Ste 644,Spring,MONTGOMERY,100
Family Medicine At Sterling Ridge,10110 Woodlands Pkwy,Spring,MONTGOMERY,100
Hometown Pediatrics,1595 Lake Front Cir,Spring,MONTGOMERY,100
Main Street Medical Clinic,415 Woodline Dr,Spring,MONTGOMERY,100
Memorial Hermann The Woodlands Hospital,9250 Pinecroft Drive,Spring,MONTGOMERY,100
"Nihal U Siddiqui, MD PA Family Practice",9004 Forest Xing Ste B,Spring,MONTGOMERY,100
Village Medical Center At Alden Bridge,8000 Research Forest Dr Ste 360,Spring,MONTGOMERY,100
Woodlands Family Practice,1055 Evergreen Circle,Spring,MONTGOMERY,100
Woodlands functional family medicine,8000 mcbeth way,Spring,MONTGOMERY,100
Woodlands Wellness and Cosmetic Center,2829 Technology Forest Blvd.,Spring,MONTGOMERY,100
Dshs Dumas,501 Success Blvd,Dumas,MOORE,100
Moore County Internal Medicine,1405 E 1st St Ste 101,Dumas,MOORE,100
Brookshires Pharmacy 109,609 Linda Dr,Daingerfield,MORRIS,200
East Texas Community Health Services,1309 S. University Dr.,Nacogdoches,NACOGDOCHES,200
memorial family medicine,1002 north mound street,Nacogdoches,NACOGDOCHES,100
My Md Select,3618 N University Dr,Nacogdoches,NACOGDOCHES,100
Nacogdoches Memorial Hosp Care 1st,1106 South St,Nacogdoches,NACOGDOCHES,100
Nacogdoches Memorial Hospital,1204 N Mound St,Nacogdoches,NACOGDOCHES,"1,500"
Nacogdoches Memorial Hospital Professional Group,1023 North Mound Street,Nacogdoches,NACOGDOCHES,100
Nacogdoches Pulmonary And Sleep Associates,1209 N Mound St,Nacogdoches,NACOGDOCHES,100
Striplings Pharmacy,1205 N Mound St,Nacogdoches,NACOGDOCHES,100
Brookshires Pharmacy 77,800 N Main St Ste A,Corsicana,NAVARRO,100
Fresenius Medical Care Corsicana,1321 w 2nd ave,Corsicana,NAVARRO,100
Super 1 Pharmacy 630,100 N 15th St,Corsicana,NAVARRO,100
Brookshires Pharmacy 14 - Newton,701 W Court St,Newton,NEWTON,100
Jasper-Newton County Phd (Newton),210 High St,Newton,NEWTON,100
Brookshires Pharmacy 117,501 E Broadway St,Sweetwater,NOLAN,200
Lhd Sweetwater-Nolan Co Health Dept (Re),301 E 12th St,Sweetwater,NOLAN,200
Rolling Plains Memorial Hosp Rural Hlth,201 E Arizona Ave,Sweetwater,NOLAN,200
Rolling Plains Memorial Hospital Employee And Patients,200 E Arizona,Sweetwater,NOLAN,500
Amistad Community Health Center,1533 S Brownlee Blvd Ste 100,Corpus Christi,NUECES,500
CHRISTUS Spohn Family Health Center-Westside,4617 Greenwood Drive,Corpus Christi,NUECES,100
Christus Spohn Quick Care Clinic,2606 Hospital Blvd.,Corpus Christi,NUECES,100
Coastal Bend Wellness Foundation,2882 Holly Rd,Corpus Christi,NUECES,100
Corpus Christi Medical Associates,6200 Saratoga Blvd Unit 5,Corpus Christi,NUECES,100
Corpus Christi Medical Center,3315 S Alameda St,Corpus Christi,NUECES,300
"Corpus Christi Metro Ministries, Inc",1919 Leopard St.,Corpus Christi,NUECES,200
Corpus Christi Outpatient Surgery,3636 S Alameda St Ste A,Corpus Christi,NUECES,100
Fresenius Kidney Care Calallen,3825 County Road 69,Corpus Christi,NUECES,100
Fresenius Kidney Care Corpus Christi Bayside,1121 3rd St,Corpus Christi,NUECES,100
Post Acute Medical Rehabilitaion Hospital of Corp,345 S. Water Street,Corpus Christi,NUECES,100
South Texas Surgical Hospital,6130 Parkway Dr,Corpus Christi,NUECES,700
Texas A And M University Health,6300 Ocean Drive,Corpus Christi,NUECES,300
Wellmed Morgan,2922 Morgan Avenue,Corpus Christi,NUECES,500
Dewitt Family Practice,3020 Garrett Dr,Perryton,OCHILTREE,100
Perryton Health Center,3101 Garrett Dr,Perryton,OCHILTREE,200
United Pharmacy 525,2802 Hwy 83 South,Perryton,OCHILTREE,200
Family Care Clinic Of Boys Ranch,74 Patterson Circle,Boys Ranch,OLDHAM,200
Walgreens Pharmacy 12355,1790 Texas Ave,Bridge City,ORANGE,100
Kroger Pharmacy 950,1600 N 16th St,Orange,ORANGE,200
Walgreens Pharmacy 03081,1408 N 16th St,Orange,ORANGE,100
Brookshires Pharmacy 270,1380 N Main St,Vidor,ORANGE,100
Walgreens Pharmacy 10139,1305 N Main St,Vidor,ORANGE,100
DSHS Mineral Wells,4113 Highway 180 E,Mineral Wells,PALO PINTO,100
Palo Pinto County Hospital District,400 Sw 25th Ave,Mineral Wells,PALO PINTO,100
Hope Community Medicine-Carthage,820 West Panola St.,Carthage,PANOLA,100
UTHealth Carthage,409 West Cottage Road,Carthage,PANOLA,100
Aledo Family Medicine,317 FM 1187 North,Aledo,PARKER,100
Brookshires Pharmacy 126,501 HIGHWAY 199 EAST,Springtown,PARKER,100
Best Value Hometown Pharmacy,1702 Santa Fe Dr,Weatherford,PARKER,100
Brookshires Pharmacy 119,601 Palo Pinto St,Weatherford,PARKER,100
Campbell Clinic,1517 Texas Dr,Weatherford,PARKER,100
Family Healthcare Of Bovina,1100 Highway 86,Bovina,PARMER,100
Friona Rural Health Clinic,1307 Cleveland Ave Ste B,Friona,PARMER,100
Cactus Health,700 N Main St,Fort Stockton,PECOS,100
PECOS COUNTY MEMORIAL HOSPITAL DBA FAMILY CARE CEN 387 W IH 10,,Fort Stockton,PECOS,100
Brookshires Pharmacy 21,1253 W Church St,Livingston,POLK,200
Chi St Lukes Health Memorial Livingston,1717 Highway 59 Loop N,Livingston,POLK,300
Health Center of Southeast Texas -Livingston,204 W. Park Dr.,Livingston,POLK,100
Walgreens Pharmacy 21238,1501 W Church St Ste 500,Livingston,POLK,100
Marfa Country Clinic,105 East Oak Street,Marfa,PRESIDIO,200
Brookshires Pharmacy 4,959 East Us Hwy 69,Emory,RAINS,200
DSHS Amarillo,3407 Pony Express Way,Amarillo,RANDALL,300
Hillside Family Health Clinic Pa,7130 Bell St,Amarillo,RANDALL,200
SSA Holdings LLc,6010 S Western St,Amarillo,RANDALL,100
Tlc Pediatrics - Amarillo,3501 S Soncy Rd Ste 102,Amarillo,RANDALL,200
United Pharmacy 522,4701 S Washington St,Amarillo,RANDALL,100
United Pharmacy 530,3553 South Soncy,Amarillo,RANDALL,100
Walgreens Pharmacy 05612,3320 Bell St,Amarillo,RANDALL,100
Walgreens Pharmacy 05613,5921 Hillside Rd,Amarillo,RANDALL,100
Walgreens Pharmacy 06501,2601 S Greorgia,Amarillo,RANDALL,100
Walgreens Pharmacy 13010,2205 Se 34th Ave,Amarillo,RANDALL,100
Walgreens Pharmacy 13124,4504 S Western St,Amarillo,RANDALL,100
United Pharmacy 532,201 N 23rd St,Canyon,RANDALL,200
West Texas A & M University Student medical,2620 Russell Long Blvd,Canyon,RANDALL,200
Reagan Memorial Hospital,1300 W FAIRMONT PKWY,Big Lake,REAGAN,200
Canyon Health Center,700 Frio St.,Camp Wood,REAL,100
Rolling Hills Health,121 Oak Hill Dr,Leakey,REAL,100
"Prmc Healthcare Group, Inc - Clarksville",201 S Walnut St,Clarksville,RED RIVER,200
United Pharmacy 663,2783 S Cedar,Pecos,REEVES,100
Refugio Rural Health,107 1/2 Swift,Refugio,REFUGIO,300
Woodsboro Medical Clinic,120 Wood Ave,Woodsboro,REFUGIO,100
Healthpoint Franklin,808 W Us Highway 79,Franklin,ROBERTSON,100
Brookshires Pharmacy 13 - Hearne,400 W 2nd St,Hearne,ROBERTSON,200
Healthpoint In Hearne,709 Barton St,Hearne,ROBERTSON,100
Freedom at Home Dialysis,810 E. Ralph Hall Pkwy,Rockwall,ROCKWALL,100
"Healthcare Associates of Irving, LLP - S FM",6435 South FM 549,Rockwall,ROCKWALL,100
Rockwall County Health Authority,1010 W Ralph Hall Pkwy,Rockwall,ROCKWALL,"1,000"
Rockwall Fire Department,305 E. Boydstun Ave.,Rockwall,ROCKWALL,"1,000"
Rockwall's Gem Md,909 N Goliad St,Rockwall,ROCKWALL,100
Ballinger Hospital Clinic,2001 Hutchins Ave Ste C,Ballinger,RUNNELS,300
Ballinger Memorial Hospital District,608 Ave B,Ballinger,RUNNELS,"1,200"
DSHS Ballinger,2017 Hutchins Avenue,Ballinger,RUNNELS,100
Keel Drug,2001 Hutchins Ave,Ballinger,RUNNELS,100
North Runnels Hospital District,7821 Hwy 153,Winters,RUNNELS,100
Kroger Pharmacy 490,2415 Us Highway 79 S,Henderson,RUSK,200
Trinity Clinic Family Practice Henderson,105 Zeid Blvd # 2,Henderson,RUSK,200
UT Health Henderson Hospital,300 Wilson St,Henderson,RUSK,400
Walgreens Pharmacy 11212,2126 Us Highway 79 S,Henderson,RUSK,200
Overton Pharmacy,104 W Henderson St,Overton,RUSK,100
Brookshires Pharmacy 56,420 N Hill St,Tatum,RUSK,200
Brookshires Pharmacy 1020,2075 Worth St,Hemphill,SABINE,200
Brookshires Pharmacy 28 - San Augustin,705 W Columbia St,San Augustine,SAN AUGUSTINE,100
Memorial Medical Center-San Augustine,511 EAST HOSPITAL STREET,San Augustine,SAN AUGUSTINE,100
Brookshires Pharmacy 72 - Coldspring,14761 Hwy 150 West,Coldspring,SAN JACINTO,100
Providence Family Care,21 Alpine St,Coldspring,SAN JACINTO,300
Bay Area Dialysis Aransas Pass,709 S. Commercial St.,Aransas Pass,SAN PATRICIO,100
Heb Pharmacy 333,101 E Goodnight Ave,Aransas Pass,SAN PATRICIO,100
Walgreens Pharmacy 10680,2702 W Wheeler Ave,Aransas Pass,SAN PATRICIO,100
COASTAL PHARMACY,2334 TX HWY 361,Ingleside,SAN PATRICIO,100
HEB Pharmacy 488,1600 Wildcat Dr,Portland,SAN PATRICIO,100
Walgreens #16030,1105 US HIGHWAY 181,Portland,SAN PATRICIO,100
Wellmed Portland,2413 Memorial Pkwy,Portland,SAN PATRICIO,100
Bay Area Dialysis-Sinton,222 East Sinton St,Sinton,SAN PATRICIO,100
Lhd San Patricio Co Dept Of Health (Re),313 N. Rachal,Sinton,SAN PATRICIO,700
Moores Pharmacy,200 S Rachal St,Sinton,SAN PATRICIO,100
Taft Family Health Center,1210 Gregory St Ste 2,Taft,SAN PATRICIO,100
Baylor Scott and White Clinic San Saba,200 E. Wallace,San Saba,SAN SABA,200
Schleicher County Family Clinic,100 N Us Highway 277,Eldorado,SCHLEICHER,200
Scurry County Health Unit,911 26th St,Snyder,SCURRY,100
United Pharmacy 549,3500 College Ave,Snyder,SCURRY,200
Shackelford County Health Clinic,450 Kenshalo St,Albany,SHACKELFORD,200
Brookshires Pharmacy 32 - Center,105 Hurst St,Center,SHELBY,100
Hope Community Medicine-Center,620 Tenaha St,Center,SHELBY,100
Stratford Family Medical Clinic,Po Box 1189,Stratford,SHERMAN,200
Christus Mother Frances Hospital - Tyler,800 E Dawson,Tyler,SMITH,300
DSHS PHR 4/5N HQ - Tyler (RE),2521 W Front St,Tyler,SMITH,"2,340"
"QLTC PHARMACY SOLUTIONS, LLC",4285 Chandler Highway,Tyler,SMITH,100
Tyler Care Clinic,4519 Troup Hwy,Tyler,SMITH,100
Tyler Family Circle Of Care - Tyler - 928 N. Glenwood,928 N Glenwood Blvd,Tyler,SMITH,100
Best Value Medical Center Pharmacy,1100 Bluebonnet St.,Glen Rose,SOMERVELL,200
FIRST LONE STAR PHARMACY GROUP LLC,906 NE BIG BEND TRAIL,Glen Rose,SOMERVELL,200
Glen Rose Medical Center,1021 Holden St,Glen Rose,SOMERVELL,100
CANALES MEDICAL SERVICES LLC,2790 PHARMACY ROAD,Rio Grande City,STARR,200
Family Health Center Llp,2768 Pharmacy Rd,Rio Grande City,STARR,"1,000"
Linos Pharmacy 2,201 N Fm 3167 Ste 101-102,Rio Grande City,STARR,300
Popular Pharmacy,5326 E Us Highway 83,Rio Grande City,STARR,100
Starr Co Memorial Hosp Rural Health,128 N Fm 3167,Rio Grande City,STARR,300
Starr County,100 N FM 3167,Rio Grande City,STARR,100
Starr County Memorial Hospital,128 N FM 3167,Rio Grande City,STARR,"1,000"
The Pediatric Care Center - Rio Grande City,1673 E SAN BENITO ST,Rio Grande City,STARR,100
Valley Health Clinic,2542 Central Palm Drive,Rio Grande City,STARR,300
Lino's Pharmacy,708 N Grant St,Roma,STARR,100
Nuestra Clinica Del Valle - Roma,2891 E Grant St,Roma,STARR,100
Pediatric Practice Association - Roma,1408 Grant St,Roma,STARR,100
Breckenridge Medical Center,101 S. Hartford,Breckenridge,STEPHENS,200
Sterling County,304 4th Street,Sterling City,STERLING,200
Stonewall Memorial Hospital,821 N Broadway St,Aspermont,STONEWALL,200
Dshs Sonora Clinic,103 E Main St,Sonora,SUTTON,200
"Moore Than Medicine, LLC",105 SW 2nd St,Tulia,SWISHER,100
Swisher Memorial Healthcare System,539 Se 2nd St,Tulia,SWISHER,100
American Renal Associates,3415 South Cooper St.,Arlington,TARRANT,100
Arlington Community Health Center,979 N Cooper St,Arlington,TARRANT,200
Arlington Family Practice PA,2415 Matlock Rd,Arlington,TARRANT,100
Dennis Dinh Tran Md,2535 E Arkansas Ln Ste 321,Arlington,TARRANT,100
Dshs Hsr 2/3 Hq - Arlington (Re),1301 S Bowen Rd,Arlington,TARRANT,"1,170"
"Healthcare Associates of Irving, LLP",6201 Matlock Rd,Arlington,TARRANT,100
Kindred Hospital Tarrant County Arlington,1000 N. Cooper St.,Arlington,TARRANT,100
Kroger Pharmacy 851,2210 S Fielder Rd,Arlington,TARRANT,100
M & A Pharmacy Llc,8200 Matlock Road Ste 150,Arlington,TARRANT,100
Rainbow Childrens Clin Mayfield Pa,1915 E Mayfield Rd Ste 115,Arlington,TARRANT,200
Savon 4142,301 Sw Plaza Shopping Ctr.,Arlington,TARRANT,200
"Healthcare Associates of Irving, LLP",1305 Airport Fwy,Bedford,TARRANT,100
"MELVYN LOUIS BERNSTEIN, M.D.",2309 FOLKSTONE WAY,Bedford,TARRANT,100
Delta Medical Pa,12001 South Fwy Ste 210,Burleson,TARRANT,100
Colleyville Fire Department,5209 Colleyville Blvd,Colleyville,TARRANT,500
Market Street Pharmacy 560,5605 Colleyville Blvd,Colleyville,TARRANT,100
"Maxhealth Family, Internal And Sports Medicine",5207 Heritage Ave,Colleyville,TARRANT,100
"Healthcare Associates Of Irving, LLP",910 N. Main St,Euless,TARRANT,100
STAR WELLNESS,451 Westpark Way Ste 1,Euless,TARRANT,200
Super Value Pharmacy,720 N INDUSTRIAL BLVD,Euless,TARRANT,200
Albertsons Pharmacy 4267,6249 Rufe Snow Dr,Fort Worth,TARRANT,200
"Baylor Health Enterprises, L.P. dba Baylor Scott & White Phar",1250 8th Avenue,Fort Worth,TARRANT,100
Baylor Scott & White Family Medicine Southwest,5701 Bryant Irvin Rd,Fort Worth,TARRANT,100
Baylor Scott And White All Saints Medical Center - Fort Worth,1400 8th Ave,Fort Worth,TARRANT,500
Better Health Pharmacy,8615 S Hulen St,Fort Worth,TARRANT,100
"Dr Diana Ghelber, PA",6800 Harris Pkwy,Fort Worth,TARRANT,100
Fort Worth Primary Care,800 8th Ave,Fort Worth,TARRANT,100
Fresenius Kidney Care Central Ft. Worth,1210 Alston Ave,Fort Worth,TARRANT,200
Fresenius Kidney Care Keller,3700 North Tarrant Parkway,Fort Worth,TARRANT,100
Fresenius Kidney Care Southwest,4804 Bryant Irvin Court,Fort Worth,TARRANT,100
Fresenius Medical Care of Burleson,200 MCPHERSON RD,Fort Worth,TARRANT,100
Jps Hospital,1500 South Main St,Fort Worth,TARRANT,"1,000"
Northside Community Health Center,2332 Beverly Hills Dr.,Fort Worth,TARRANT,200
ReNue RX #4,201 Commerce St.,Fort Worth,TARRANT,100
Texas Christian University Health Center,2825 Stadium Dr,Fort Worth,TARRANT,300
The Center For Cancer And Blood Disorders,800 W Magnolia Ave,Fort Worth,TARRANT,100
Unlimited Pharmacy,2985 S STATE HIGHWAY 360,Grand Prairie,TARRANT,100
"Baylor Health Enterprises, L.P. dba Baylor Scott & White Phar",1600 West College Street,Grapevine,TARRANT,100
Baylor Scott and White Hsptl Grapevine,1650 W College St Ste 119,Grapevine,TARRANT,500
Tom Thumb Pharmacy 3854,4000 William D Tate Ave,Grapevine,TARRANT,100
Zahra K Ali MD PLLC,1601 W State Highway 114,Grapevine,TARRANT,100
"MetHealth,PA",4045 E Belknap St Ste 12,Haltom City,TARRANT,100
