Providers Name,Address,City,County,Doses
South Laredo Health Care Clinic,2110 Lomas Del Sur Ste 103,Laredo,WEBB,500
South Laredo Health Care Clinic West,1920 San Bernardo Ave Ste 109,Laredo,WEBB,300
TXAM International University Student Hlth Ser,5201 University Blvd,Laredo,WEBB,100
HEB Pharmacy 584,306 N Mechanic St,El Campo,WHARTON,100
Heb Pharmacy 233,1616 N Alabama Rd,Wharton,WHARTON,100
Parkview Hospital,901 S Sweetwater St.,Wheeler,WHEELER,100
Electra Memorial Hospital,1207 S Bailey St,Electra,WICHITA,300
Iowa Park Clinic,405 SE Access Rd,Iowa Park,WICHITA,500
CLINICS OF NORTH TEXAS,501 Midwestern Pkwy E,Wichita Falls,WICHITA,1000
Harvest Drug And Gift - Wichita Falls - 4426 Kell Blvd,4426 Kell Blvd,Wichita Falls,WICHITA,100
Kell West Regional Hospital,5420 Kell West Blvd,Wichita Falls,WICHITA,300
Market Street Pharmacy 517,4590 Kell Blvd,Wichita Falls,WICHITA,300
North Central Texas Comunity Healthcare Center,200 MLK JR BLVD,Wichita Falls,WICHITA,100
Trott's Call Field Drug,4122 Call Field Rd,Wichita Falls,WICHITA,100
Wichita Falls Wichita County Public Health Dept,1700 3rd Street,Wichita Falls,WICHITA,500
North Texas State Hospital Vernon,4730 COLLEGE DRIVE,Vernon,WILBARGER,400
The Eddick Corporation,1015 Hillcrest Dr.,Vernon,WILBARGER,100
Ascension Medical Group Seton Primary Care,15808 Ranch Road 620 N,Austin,WILLIAMSON,100
HEB Pharmacy 31,12860 N Highway 183,Austin,WILLIAMSON,100
Austin Regional Clinic - Cedar Park,801 E Whitestone Blvd Ste C,Cedar Park,WILLIAMSON,500
Cedar Park Regional Medical Center,1401 Medical Parkway,Cedar Park,WILLIAMSON,900
Family Emergency Rooms Cedar Park,3620 E. WHITESTONE BLVD.,Cedar Park,WILLIAMSON,500
Heb Pharmacy 265,170 E Whitestone Blvd,Cedar Park,WILLIAMSON,100
HEB Pharmacy 580,2800 E Whitestone,Cedar Park,WILLIAMSON,100
Wcchd Cedar Park,350 Discovery Blvd Ste 102,Cedar Park,WILLIAMSON,200
Heb Pharmacy 237,1101 S Interstate 35,Georgetown,WILLIAMSON,100
HEB Pharmacy 487,4500 Fm 2338,Georgetown,WILLIAMSON,100
St Davids Georgetown Hospital Pharmacy,2000 Scenic Dr,Georgetown,WILLIAMSON,400
Austin Regional Clinic - Hutto,151 Exchange Blvd Ste 500,Hutto,WILLIAMSON,500
HEB Pharmacy 696,5000 Gattis School Rd,Hutto,WILLIAMSON,100
Austin Regional Clinic - Leander,901 Crystal Falls Pkwy Ste 103,Leander,WILLIAMSON,500
HEB Pharmacy 592,651 N. Us Hwy 183,Leander,WILLIAMSON,100
Advanced Pain Care,2000 S Mays Street,Round Rock,WILLIAMSON,200
Austin Regional Clinic - Round Rock,940 Hesters Crossing Rd,Round Rock,WILLIAMSON,300
Austin Regional Clinic - Sendero Springs,1025 Sendero Springs Dr Ste 120,Round Rock,WILLIAMSON,500
Baylor Scott And White Round Rock Family Medicine,425 University Blvd Ste 500,Round Rock,WILLIAMSON,500
HEB Pharmacy 34,3750 Gattis School Rd,Round Rock,WILLIAMSON,100
Heb Pharmacy 373,16900 N Fm 620,Round Rock,WILLIAMSON,100
HEB Pharmacy 495,603 Louis Henna Blvd,Round Rock,WILLIAMSON,100
HEB Pharmacy 591,1700 E Palm Valley Blvd,Round Rock,WILLIAMSON,100
Heb Pharmacy 673,250 University Blvd,Round Rock,WILLIAMSON,100
Seton Medical Center Williamson,201 Seton Pkwy,Round Rock,WILLIAMSON,900
St Davids Surgical Hospital,1201 W Louis Henna Blvd,Round Rock,WILLIAMSON,100
Texas Diabetes & Endocrinology,110 Deer Ridge Drive,Round Rock,WILLIAMSON,500
"The Surgery Center at Williamson, LLC","301 Seton Parkway, Suite 200",Round Rock,WILLIAMSON,100
Wcchd Round Rock,355 Texas Ave.,Round Rock,WILLIAMSON,700
HEB Pharmacy 593,100 Carlos G. Parker,Taylor,WILLIAMSON,100
Connally Memorial Family Practice - Floresville 1,6511 Us Highway 181 N Ste A,Floresville,WILSON,300
Connally Memorial Family Practice - Floresville 2,497 10th St Ste 101,Floresville,WILSON,200
HEB Pharmacy 25,925 10th St,Floresville,WILSON,100
Connally Memorial Family Practice - Lavernia,13857 Us Hwy 87 West,La Vernia,WILSON,300
HEB Pharmacy 612,14414 Us Hwy 87 West,La Vernia,WILSON,100
Brookshires Pharmacy 005,1203 Us Highway 380,Bridgeport,WISE,100
Wise Hlth Community Hlth Center,2000 S Fm 51 Ste D,Decatur,WISE,100
Brookshire's Pharmacy 015,1478 N Beaulah St,Hawkins,WOOD,100
Brookshires Pharmacy 031,1224 N Pacific St,Mineola,WOOD,100
Trinity Clinic Mineola,1302 N Pacific St,Mineola,WOOD,100
Brookshires Pharmacy 60,Po Box 934,Quitman,WOOD,100
Christus Mother Frances Hospital - Winnsboro,719 West Coke Road,Winnsboro,WOOD,100
Jared Mataska MD,1339 East St,Graham,YOUNG,200
Lovett-Meredith Rhc/Olney Family Clinic,100 S Avenue M,Olney,YOUNG,500
Dshs Zapata,1305 Kennedy Street,Zapata,ZAPATA,100
BaylorScottandWhiteMedicalCenter-Temple,2401 S 31st Street,Temple,BELL,975
Baptist Medical Center,111 Dallas Street,San Antonio,BEXAR,975
Christus Santa Rosa Medical Center,2827 Babcock Rd,San Antonio,BEXAR,975
Methodist Hospital & Methodist Children's Hospital,7700 Floyd Curl Drive,San Antonio,BEXAR,975
University Health System - Inpatient,4502 Medical Dr,San Antonio,BEXAR,975
Wellness 360 (Adult),7703 Floyd Curl Dr,San Antonio,BEXAR,975
Methodist Dallas Medical Center,1441 N Beckley Ave,Dallas,DALLAS,1950
Parkland Hospital,5200 Harry Hines Blvd,Dallas,DALLAS,1950
UT Southwestern Medical Center,5323 Harry Hines Blvd,Dallas,DALLAS,975
University Medical Center of El Paso,4815 Alameda Ave,El Paso,EL PASO,1950
University Of Texas Medical Branch Hospital,301 University Blvd,Galveston,GALVESTON,1950
Texoma Medical Center- Hospital Patients,5016 S Us Highway 75,Denison,GRAYSON,975
CHRISTUS Good Shepherd Medical Center Longview,700 E Marshall Ave,Longview,GREGG,975
Ben Taub General Hospital,1504 Taub Loop,Houston,HARRIS,975
Houston Methodist Hospital,6565 Fannin St,Houston,HARRIS,2925
Lbj Hospital - Harris County Hospital District,5656 Kelley St,Houston,HARRIS,975
Memorial Hermann Texas Medical Center,6411 Fannin St,Houston,HARRIS,975
TCH Main,6621 Fannin St Mc 22510,Houston,HARRIS,975
South Texas Health System Mcallen,301 W Expressway 83,McAllen,HIDALGO,975
Baptist Hospitals of Southeast Texas,3080 College St,Beaumont,JEFFERSON,975
Covenant Medical Center,3615 19th St,Lubbock,LUBBOCK,975
Northwest Texas Hospital Pharmacy,1501 S Coulter St,Amarillo,POTTER,975
Christus Mother Frances Hospital - Tyler,800 E Dawson,Tyler,SMITH,975
JPS Hospital,1500 South Main St,Fort Worth,TARRANT,1950
Texas Health Medical Support,1100 Bridgewood,Fort Worth,TARRANT,975
Shannon Pharmacy,119 E. Beauregard Ave,San Angelo,TOM GREEN,975
South Austin Medical Center,901 W Ben White Blvd,Austin,TRAVIS,975
Ut Health Austin (Dell Medical School),1601 Trinity Avenue,Austin,TRAVIS,1950
Laredo Medical Center,1700 East Saunders,Laredo,WEBB,975
Houston Methodist Baytown Hospital,4401 Garth Rd,Baytown,HARRIS,975
UT MD Anderson Cancer Center,1515 Holcombe Blvd,Houston,HARRIS,975
