"","Provider_Name","Address","County","City","Doses_W1","Doses_W2","Doses_W3","Doses_W4","Doses_W5","Doses_W6","Doses_W7","Doses_W8","lon","lat","Sum"
"2128","Tom Thumb Pharmacy 2595","3945 Legacy Drive","COLLIN","Plano",NA,NA,200,100,NA,NA,NA,NA,-96.7704893,33.0718659,300
"2129","Tom Thumb Pharmacy 2609","612 Grapevine Hwy","TARRANT","Hurst",NA,NA,100,NA,NA,NA,NA,NA,-97.1795293,32.8640436,100
"2130","Tom Thumb Pharmacy 2642","5809 E Lovers Ln","DALLAS","Dallas",NA,NA,100,100,NA,NA,NA,NA,-96.7671327,32.852128,200
"2131","Tom Thumb Pharmacy 2643","14280 Marsh Ln","DALLAS","Addison",NA,NA,NA,100,NA,NA,NA,NA,-96.8536945,32.9384086,100
"2132","Tom Thumb Pharmacy 2963","5550 F.M. 423","DENTON","Frisco",NA,NA,NA,100,NA,NA,NA,NA,-96.888774,33.1254599,100
"2133","Tom Thumb Pharmacy 2990","7117 Inwood Rd","DALLAS","Dallas",NA,NA,100,100,NA,NA,NA,NA,-96.8226218,32.8444624,200
"2134","Tom Thumb Pharmacy 3296","2380 N Field St","DALLAS","Dallas",NA,100,300,NA,NA,NA,NA,NA,-96.806381,32.7893782,400
"2135","Tom Thumb Pharmacy 3560","8698 Skillman St","DALLAS","Dallas",NA,NA,100,NA,NA,NA,NA,NA,-96.7217632,32.8962706,100
"2136","Tom Thumb Pharmacy 3563","633 W Wheatland Rd","DALLAS","Duncanville",NA,NA,100,100,NA,NA,NA,NA,-96.9227583,32.6482198,200
"2137","Tom Thumb Pharmacy 3579","900 W Mcdermott Dr","COLLIN","Allen",NA,NA,100,100,NA,NA,NA,NA,-96.6830258,33.1031684,200
"2138","Tom Thumb Pharmacy 3582","18212 Preston Rd","COLLIN","Dallas",NA,NA,100,100,NA,NA,NA,NA,-96.7937419,32.9998487,200
"2139","Tom Thumb Pharmacy 3597","11920 Preston Rd","DALLAS","Dallas",NA,NA,100,NA,NA,NA,NA,NA,-96.8022825,32.9111352,100
"2140","Tom Thumb Pharmacy 3608","7700 N. W. Hwy.","DALLAS","Dallas",NA,NA,100,NA,NA,NA,NA,NA,-96.7280269,32.8565983,100
"2141","Tom Thumb Pharmacy 3614","315 S Hampton Rd","DALLAS","Dallas",NA,NA,100,NA,NA,NA,NA,NA,-96.8579547,32.7426506,100
"2142","Tom Thumb Pharmacy 3617","2611 W Park Row Dr","TARRANT","Arlington",NA,NA,NA,100,NA,NA,NA,NA,-97.150073,32.7224056,100
"2143","Tom Thumb Pharmacy 3621","4010 N Macarthur Blvd Ste 10","DALLAS","Irving",NA,NA,100,100,NA,NA,NA,NA,-96.9574026,32.8598445,200
"2144","Tom Thumb Pharmacy 3622","6377 Camp Bowie Blvd","TARRANT","Fort Worth",NA,NA,100,NA,NA,NA,NA,NA,-97.420138,32.7250441,100
"2145","Tom Thumb Pharmacy 3623","210 E Pleasant Run Rd","DALLAS","Desoto",NA,NA,100,100,NA,NA,NA,NA,-96.8559906,32.6029703,200
"2146","Tom Thumb Pharmacy 3625","302 S Park Blvd","TARRANT","Grapevine",NA,NA,200,NA,NA,NA,NA,NA,-97.0971354,32.9388392,200
"2147","Tom Thumb Pharmacy 3637","1380 W Campbell Rd","DALLAS","Richardson",NA,NA,NA,100,NA,NA,NA,NA,-96.7669654,32.979932,100
"2148","Tom Thumb Pharmacy 3641","3411 Custer Pkwy","COLLIN","Richardson",NA,NA,NA,100,NA,NA,NA,NA,-96.7305001,32.9987198,100
"2149","Tom Thumb Pharmacy 3645","2200 14th St","COLLIN","Plano",NA,NA,100,100,NA,NA,NA,NA,-96.6834788,33.0167052,200
"2150","Tom Thumb Pharmacy 3658","2755 N Collins St","TARRANT","Arlington",NA,NA,100,NA,NA,NA,NA,NA,-97.0933815,32.7833664,100
"2151","Tomball Regional Internal Medicine Associates","13414 Medical Complex Dr.","HARRIS","Tomball",NA,NA,NA,100,NA,NA,NA,NA,-95.6235351,30.085699,100
"2152","Tops Surgical Specialty Hospital","17080 Red Oak Dr","HARRIS","Houston",NA,NA,300,NA,NA,NA,NA,NA,-95.4440078,30.0186557,300
"2153","Toth Enterprises Ii Victory Medical And Family Care","4303 Victory Dr","TRAVIS","Austin",NA,NA,NA,100,NA,NA,NA,NA,-97.790958,30.2322185,100
"2154","Town And Country Family Physicians","10497 Town And Country Way Ste 360","HARRIS","Houston",NA,200,NA,NA,NA,NA,NA,NA,-95.5559751,29.7812771,200
"2155","Town of Fairview","372 Town Place","COLLIN","Fairview",NA,100,NA,NA,NA,NA,NA,NA,-96.6463958,33.1321208,100
"2156","Trinity Apothecary","2501 E. Hebron Pkwy, Suite 100B","DENTON","Carrollton",NA,100,NA,NA,NA,NA,NA,NA,-96.8589723,33.0247381,100
"2157","Trinity Clinic Family Practice Henderson","105 Zeid Blvd # 2","RUSK","Henderson",NA,NA,NA,100,NA,NA,NA,300,NA,NA,400
"2158","Trinity Clinic Mineola","1302 N Pacific St","WOOD","Mineola",NA,100,NA,100,NA,NA,NA,NA,-95.4839664,32.6783473,200
"2159","Trinity Internal Medicine","313 E 12th St Ste 102 Ste 102","TRAVIS","Austin",NA,NA,NA,100,NA,NA,NA,NA,-97.7376812,30.2726908,100
"2160","Trott's Call Field Drug","4122 Call Field Rd","WICHITA","Wichita Falls",NA,100,NA,NA,NA,NA,NA,NA,-98.5500639,33.8726177,100
"2161","TRUBI1 LLC","200 WESLEY DR UNIT A","KERR","Kerrville",NA,100,NA,NA,NA,NA,NA,NA,-99.1508227,30.0466602,100
"2162","Ttuhsc-Son Combest Center","301 40th St","LUBBOCK","Lubbock",NA,NA,NA,NA,NA,100,NA,NA,-101.8379215,33.5573724,100
"2163","TTUHSC Combest Abilene Community Health Center","1749 Pine St","TAYLOR","Abilene",NA,NA,NA,NA,NA,100,NA,NA,-99.7305837,32.4695206,100
"2164","Ttuhsc Pharmacy","3601 4th Street 1a150","LUBBOCK","Lubbock",NA,1100,NA,NA,NA,NA,NA,NA,-101.8910253,33.5901444,1100
"2165","TXAM International University Student Hlth Ser","5201 University Blvd","WEBB","Laredo",NA,100,NA,100,NA,NA,NA,NA,-99.4350531,27.5734867,200
"2166","Txdads Brenham State Supported Living Center","4001 Highway 36 S","WASHINGTON","Brenham",NA,NA,300,400,NA,NA,NA,NA,-96.3862943,30.1259741,700
"2167","Tyler Complete Care","1809 Capital Dr","SMITH","Tyler",NA,NA,NA,200,NA,NA,NA,NA,-95.3251596,32.2970436,200
"2168","Tyler County Hospital Family Medical Clinic","104 N Beech St","TYLER","Woodville",NA,NA,NA,200,100,NA,NA,500,-94.4292421,30.7764971,800
"2169","Tyler Family Circle Of Care - Tyler - 214 E. Houston","214 E Houston St","SMITH","Tyler",NA,NA,NA,NA,NA,100,NA,NA,-95.2988567,32.3439848,100
"2170","Uhs Family Health Clinic","903 W Martin St Fl 4","BEXAR","San Antonio",NA,1200,NA,NA,NA,NA,NA,NA,-98.5017409,29.430673,1200
"2171","Uhs Harlandale Clinic","834 W Southcross Blvd Ste 1","BEXAR","San Antonio",NA,NA,NA,100,NA,NA,NA,NA,-98.523314,29.3678078,100
"2172","Uhs Hilliard Center","919 Locke St","BEXAR","San Antonio",NA,NA,NA,200,NA,NA,NA,NA,-98.4486703,29.4377902,200
"2173","Uhs Kenwood Clinic","302 Dora St","BEXAR","San Antonio",NA,NA,NA,100,NA,NA,NA,NA,-98.4962091,29.4740383,100
"2174","Uhs Naco Perrin Clinic","4020 Naco Perrin Blvd","BEXAR","San Antonio",NA,100,NA,NA,NA,NA,NA,NA,-98.4160836,29.5427889,100
"2175","Uhs North","302 W Rector St","BEXAR","San Antonio",NA,2100,NA,200,NA,NA,NA,NA,-98.4973776,29.516419,2300
"2176","Uhs Rbg Pedi 1st Floor","903 W Martin St","BEXAR","San Antonio",NA,NA,NA,300,NA,NA,NA,NA,-98.5015692,29.4309066,300
"2177","Uhs S. Flores Clinic","7902 S Flores St","BEXAR","San Antonio",NA,NA,NA,100,NA,NA,NA,NA,-98.4863473,29.3472987,100
"2178","Uhs Southeast","1055 Ada St","BEXAR","San Antonio",NA,2500,NA,NA,NA,NA,NA,NA,-98.4570699,29.3814435,2500
"2179","Uhs Southwest","2121 Sw 36th St","BEXAR","San Antonio",NA,900,NA,100,NA,NA,NA,NA,-98.5755785,29.4081072,1000
"2180","Uhs Southwest School Based Clinic","11914 Dragon Ln","BEXAR","San Antonio",NA,NA,NA,100,NA,NA,NA,NA,-98.669685,29.3086091,100
"2181","Uhs Zarzamora Clinic","4503 S Zarzamora St","BEXAR","San Antonio",NA,NA,NA,100,NA,NA,NA,NA,-98.534296,29.3812385,100
"2182","Umc El Paso Clinic Ysleta","300 S Zaragoza Rd","EL PASO","El Paso",NA,500,NA,600,NA,NA,NA,NA,-106.3305133,31.6874305,1100
"2183","Umc El Paso Neighborhood Health Fabens","101 Potasio","EL PASO","Fabens",NA,300,NA,600,NA,NA,NA,NA,-106.1668237,31.5133369,900
"2184","UMC Internal Medicine","808 Joliet Ave","LUBBOCK","Lubbock",NA,NA,NA,200,NA,NA,NA,NA,-101.8912391,33.5880703,200
"2185","Umc Neighborhood Healthcare Center West","6600 N Desert Blvd","EL PASO","El Paso",NA,500,NA,600,NA,NA,NA,NA,-106.5814432,31.8935311,1100
"2186","Umc Nhc East","1521 Joe Battle Blvd.","EL PASO","El Paso",NA,500,NA,600,NA,NA,NA,NA,-106.2690431,31.7376463,1100
"2187","Umcp, Lakeridge Urgent Care","5130 82nd St","LUBBOCK","Lubbock",NA,NA,NA,100,NA,NA,NA,NA,-101.920426,33.5201123,100
"2188","United Market St Pharmacy 562","11999 Dallas Pkwy","COLLIN","Frisco",NA,500,NA,100,NA,NA,NA,NA,-96.8429726,33.1770426,600
"2189","United Market St. Pharmacy 564","700 N Denton Tap Rd","DALLAS","Coppell",NA,NA,NA,100,NA,NA,NA,NA,-96.9921386,32.9883034,100
"2190","United Memorial Medical Center","510 West Tidwell Road","HARRIS","Houston",NA,300,300,NA,NA,NA,NA,NA,-95.408471,29.8479504,600
"2191","UNITED PHARMACY #539","1414 WEST WILSON","HUTCHINSON","Borger",NA,100,NA,100,NA,NA,100,NA,-101.411471,35.6599214,300
"2192","United Pharmacy #548","3301 South 14th Street","TAYLOR","Abilene",NA,300,NA,100,NA,NA,NA,NA,-99.7654289,32.4312217,400
"2193","United Pharmacy 505","401 Slide Rd","LUBBOCK","Lubbock",NA,200,NA,NA,NA,NA,NA,NA,-101.9209469,33.5916902,200
"2194","United Pharmacy 506","1701 50th St","LUBBOCK","Lubbock",NA,300,NA,NA,NA,NA,NA,NA,-101.8560278,33.5480506,300
"2195","United Pharmacy 509","511 College Ave","HOCKLEY","Levelland",NA,NA,NA,100,NA,NA,NA,NA,-102.3667921,33.5885517,100
"2196","United Pharmacy 513","3000 Wilbarger St","WILBARGER","Vernon",NA,NA,NA,100,NA,100,NA,NA,-99.2980478,34.1531049,200
"2197","United Pharmacy 514","1000 W 11th St","HARDEMAN","Quanah",NA,NA,NA,200,NA,NA,NA,NA,-99.7527956,34.2924878,200
"2198","United Pharmacy 515","311 South Ave D.","WICHITA","Burkburnett",NA,NA,NA,100,NA,NA,NA,NA,-98.5708682,34.0901827,100
"2199","United Pharmacy 516","4516 Old Jacksboro Hwy","WICHITA","Wichita Falls",NA,NA,NA,100,NA,NA,NA,NA,-98.4950513,33.8648127,100
"2200","United Pharmacy 518","2105 Avenue F Nw","CHILDRESS","Childress",NA,NA,NA,100,NA,NA,NA,NA,-100.2290619,34.4343173,100
"2201","United Pharmacy 520","1229 State Highway 16 S","YOUNG","Graham",NA,NA,NA,100,NA,NA,NA,NA,-98.588509,33.0933086,100
"2202","United Pharmacy 521","2522 Iowa Park Road","WICHITA","Wichita Falls",NA,NA,NA,100,NA,NA,NA,NA,-98.5177807,33.9289141,100
"2203","United Pharmacy 522","4701 S Washington St","RANDALL","Amarillo",NA,NA,NA,200,NA,NA,NA,NA,-101.8465854,35.1617868,200
"2204","United Pharmacy 523","5601 W Amarillo Blvd","POTTER","Amarillo",NA,300,NA,NA,NA,NA,NA,NA,-101.9002225,35.2145616,300
"2205","United Pharmacy 525","2802 Hwy 83 South","OCHILTREE","Perryton",NA,NA,NA,100,NA,100,NA,NA,-100.8030462,36.3723342,200
"2206","United Pharmacy 526","2530 S Georgia St","POTTER","Amarillo",NA,200,NA,NA,NA,NA,NA,NA,-101.8683221,35.1864001,200
"2207","United Pharmacy 527","1501 E Amarillo Blvd","POTTER","Amarillo",NA,NA,NA,100,NA,NA,NA,NA,-101.8157209,35.2226685,100
"2208","United Pharmacy 528","1420 NORTH HOBART","GRAY","Pampa",NA,NA,NA,NA,NA,100,NA,NA,-100.9711629,35.5508775,100
"2209","United Pharmacy 529","5807 Sw 45th Ave Ste 100","RANDALL","Amarillo",NA,500,NA,100,NA,NA,NA,NA,-101.9010261,35.1598447,600
"2210","United Pharmacy 530","3553 South Soncy","RANDALL","Amarillo",NA,NA,NA,100,NA,NA,NA,NA,-101.9381359,35.1718249,100
"2211","United Pharmacy 532","201 N 23rd St","RANDALL","Canyon",NA,300,NA,100,NA,100,NA,NA,-101.9192865,34.9839855,500
"2212","United Pharmacy 533","3400 River Rd","POTTER","Amarillo",NA,100,NA,NA,NA,NA,NA,NA,-101.8300806,35.2482168,100
"2213","United Pharmacy 534","1601 Tennessee Ave","HARTLEY","Dalhart",NA,NA,100,100,NA,100,NA,NA,-102.5125182,36.0504117,300
"2214","United Pharmacy 536","1401 Tahoka Rd","TERRY","Brownfield",NA,100,NA,NA,NA,100,NA,NA,-102.2566025,33.182181,200
"2215","United Pharmacy 547","920 N Willis St","TAYLOR","Abilene",NA,NA,NA,200,NA,NA,NA,NA,-99.7652547,32.4601449,200
"2216","United Pharmacy 549","3500 College Ave","SCURRY","Snyder",NA,NA,NA,100,NA,NA,NA,NA,-100.9180317,32.7067875,100
"2217","United Pharmacy 550","104 W 9th St","BAILEY","Muleshoe",NA,NA,NA,100,NA,NA,NA,NA,-102.7335331,34.2314614,100
"2218","United Pharmacy 551","8010 Frankford Ave","LUBBOCK","Lubbock",NA,NA,NA,100,NA,NA,NA,NA,-101.9402006,33.5201759,100
"2219","United Pharmacy 552","6313 4th Street","LUBBOCK","Lubbock",NA,NA,NA,100,NA,NA,NA,NA,-101.9552018,33.5902546,100
"2220","United Pharmacy 554","300 E Commerce St","BROWN","Brownwood",NA,NA,NA,NA,NA,100,NA,NA,-98.9764242,31.7310461,100
"2221","United Pharmacy 555","12815 Indiana Ave","LUBBOCK","Lubbock",NA,400,NA,NA,NA,NA,NA,NA,-101.8854295,33.4773939,400
"2222","United Pharmacy 574","2160 Pine St","TAYLOR","Abilene",NA,NA,NA,100,NA,NA,NA,NA,-99.7318024,32.4739594,100
"2223","United Pharmacy 578","505 S Access Rd W","CALLAHAN","Clyde",NA,200,NA,NA,NA,100,NA,NA,-99.4922224,32.4115318,300
"2224","United Regional Health Care System","1600 11th Street","WICHITA","Wichita Falls",NA,NA,1775,NA,NA,NA,NA,NA,-98.5016055,33.9028141,1775
"2225","United Regional Health Care System",NA,"WICHITA","Wichita Falls",975,NA,NA,NA,NA,NA,NA,NA,-98.5011331,33.9026335,975
"2226","University Health Services, UT-Austin","100 W. Dean Keeton","TRAVIS","Austin",NA,200,NA,NA,NA,NA,NA,NA,-97.7383602,30.2900264,200
"2227","University Health System","4502 Medical Dr","BEXAR","San Antonio",NA,NA,NA,NA,10725,NA,NA,NA,-98.5774288,29.5078141,10725
"2228","University Health System - Inpatient","4502 Medical Dr","BEXAR","San Antonio",5850,975,7450,975,NA,10725,10725,10725,-98.5774288,29.5078141,47425
"2229","University Health System - Robert B Green Campus","903 W Martin St","BEXAR","San Antonio",NA,1600,NA,NA,NA,NA,NA,NA,-98.5015692,29.4309066,1600
"2230","UNIVERSITY MEDICAL CENTER LUBBOCK","602 Indiana Ave","LUBBOCK","Lubbock",NA,NA,3050,NA,NA,NA,NA,NA,-101.8912391,33.5880703,3050
"2231","UNIVERSITY MEDICAL CENTER LUBBOCK",NA,"LUBBOCK","Lubbock",1950,NA,NA,NA,NA,NA,NA,NA,-101.8912605,33.5880569,1950
"2232","University Medical Center of El Paso","4815 Alameda Ave","EL PASO","El Paso",2925,1950,NA,1950,5000,5000,6825,8775,-106.4344878,31.7714531,32425
"2233","UNIVERSITY OF TEXAS MEDICAL BRANCH","301 University Blvd","GALVESTON","Galveston",NA,NA,3500,NA,NA,NA,NA,NA,-94.7731229,29.3121155,3500
"2234","University Of Texas Medical Branch - Clear Lake","200 Blossom","HARRIS","Webster",NA,NA,300,200,NA,975,NA,NA,-95.1256937,29.544993,1475
"2235","University Of Texas Medical Branch - Clear Lake",NA,"HARRIS","Webster",975,NA,NA,NA,NA,NA,NA,NA,-94.773173,29.312325,975
"2236","University Of Texas Medical Branch Hospital","301 University Blvd","GALVESTON","Galveston",2925,1950,2750,NA,NA,3900,4875,4875,-94.7731229,29.3121155,21275
"2237","University Of Texas Medicine","8300 Floyd Curl Dr","BEXAR","San Antonio",NA,2500,NA,NA,NA,NA,NA,NA,-98.5812018,29.5157508,2500
"2238","University Of Texas Medicine Hill Country","25723 Old Federicksberg Rd","BEXAR","Boerne",NA,500,NA,NA,NA,NA,NA,NA,-98.6381457,29.6839832,500
"2239","Urgent Health Solutions","525 N Brentwood","ANGELINA","Lufkin",NA,900,NA,100,NA,NA,NA,NA,-94.7295537,31.3028032,1000
"2240","Usmd Hospital At Arlington Pharmacy","801 W Interstate 20","TARRANT","Arlington",NA,NA,500,NA,NA,NA,NA,NA,-97.1175317,32.6801858,500
"2241","USMD Las Colinas","6750 N. MacArthur Blvd","DALLAS","Irving",NA,500,NA,NA,NA,NA,NA,NA,-96.9568635,32.9017304,500
"2242","Ut Health Austin (Dell Medical School)","1601 Trinity Avenue","TRAVIS","Austin",NA,1950,NA,NA,NA,1950,1950,1950,-97.7350502,30.2772353,7800
"2243","UT Health Austin (Dell Medical School)",NA,"TRAVIS","Austin",2925,NA,NA,NA,NA,NA,NA,NA,-97.7335293,30.2755307,2925
"2244","Ut Health East Texas Athens","2000 S Palestine St # 40024","HENDERSON","Athens",NA,NA,NA,NA,100,NA,NA,NA,NA,NA,100
"2245","UT Health Henderson Hospital","300 Wilson St","DEWITT","Henderson",NA,NA,NA,NA,100,NA,NA,NA,-94.7955386,32.1611314,100
"2246","UT Health Henderson Hospital","300 Wilson St","RUSK","Henderson",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2247","Ut Health Jacksonville Hospital","501 S Ragsdale St","CHEROKEE","Jacksonville",NA,NA,NA,NA,100,NA,NA,NA,-95.270566,31.9602405,100
"2248","Ut Health Pittsburg Hospital","2701 Us Highway 271 N","CAMP","Pittsburg",NA,NA,NA,NA,100,NA,NA,200,-94.9594413,33.0329967,300
"2249","Ut Health Quitman Hospital","117 N Winnsboro St","WOOD","Quitman",NA,NA,NA,NA,100,NA,NA,NA,-95.4442076,32.7971772,100
"2250","UT Health RGV Edinburg",NA,"HIDALGO","Edinburg",1950,NA,NA,NA,NA,NA,NA,NA,-98.191719,26.2689552,1950
"2251","Ut Health Rgv Employee Health Edinburg","1210 W Schunior St","HIDALGO","Edinburg",NA,NA,975,1950,NA,975,975,975,-98.1751292,26.3091714,5850
"2252","Ut Health Rgv Multispecialty","2106 Treasure Hills Blvd Ste 1.326","CAMERON","Harlingen",NA,500,NA,NA,NA,NA,100,NA,-97.6656348,26.1740889,600
"2253","UT Health San Antonio Verde Hills PCC","10350 Bandera Rd Ste 140","BEXAR","San Antonio",NA,200,NA,NA,NA,NA,NA,NA,-98.6506482,29.5396086,200
"2254","UT Health Science Center Tyler","11937 Us Highway 271","SMITH","Tyler",NA,NA,NA,1000,1500,1950,1950,1950,-95.2134454,32.4257364,8350
"2255","UT Health Science Center Tyler",NA,"SMITH","Tyler",3900,NA,NA,NA,NA,NA,NA,NA,-95.2134455,32.4257364,3900
"2256","Ut Health Shavano Park Pcc","14530 Nw Military Hwy # 108","BEXAR","San Antonio",NA,700,NA,NA,NA,NA,NA,NA,NA,NA,700
"2257","Ut Heath Westover Hills Clinic, - San Antonio","11212 State Highway 151, Suite 100 Sa Tx 7","BEXAR","San Antonio",NA,1000,NA,NA,NA,NA,NA,NA,-98.6964471,29.4671497,1000
"2258","UT MD Anderson Cancer Center","1515 Holcombe Blvd","HARRIS","Houston",4875,975,4850,NA,NA,4875,975,1950,-95.3969819,29.707177,18500
"2259","UT Medicine","3939 Medical Dr Ste 100","BEXAR","San Antonio",NA,2000,NA,NA,NA,NA,NA,NA,-98.5609162,29.5204491,2000
"2260","Ut Physicians","8810 Highway 6 Ste 100","FORT BEND","Missouri City",NA,200,NA,100,NA,NA,NA,NA,-95.5378337,29.5375921,300
"2261","Ut Physicians Greens Clinic","550 Greens Parkway Ste 150","HARRIS","Houston",NA,NA,NA,300,NA,NA,NA,NA,-95.4230022,29.9468273,300
"2262","Ut Physicians Multispecialty-Jensen","2620 E Crosstimbers St Ste 100","HARRIS","Houston",NA,NA,NA,100,NA,NA,NA,NA,-95.3439961,29.8283337,100
"2263","UT PHYSICIANS MULTISPECIALTY CLINIC-VICTORY","7364 Antoine Dr","HARRIS","Houston",NA,NA,NA,500,NA,NA,NA,NA,-95.4710264,29.8680596,500
"2264","UT Southwestern Medical Center","5323 Harry Hines Blvd","DALLAS","Dallas",5850,975,7950,1700,10000,10725,10725,11700,-96.8402121,32.8138026,59625
"2265","UTHealth Carthage","409 West Cottage Road","PANOLA","Carthage",NA,NA,NA,NA,100,NA,NA,NA,-94.3468765,32.1673525,100
"2266","UTHealth RGV AHEC Primary Care At Bob Clark","9901 California Rd.","CAMERON","Brownsville",NA,NA,NA,100,NA,NA,NA,NA,-97.390241,25.8963204,100
"2267","UTHEALTH RGV Family Health","2810 W. Expressway 83","HIDALGO","Mercedes",NA,400,NA,NA,NA,975,975,975,-97.9428055,26.1548023,3325
"2268","UTHealth RGV PRIMARY CARE","230 N. 86TH ST","HIDALGO","Edinburg",NA,NA,NA,NA,100,NA,NA,NA,-98.0685135,26.2961302,100
"2269","Utmb-Angleton Danbury Campus","132 E Hospital Dr","BRAZORIA","Angleton",NA,500,NA,NA,NA,NA,NA,5000,-95.4040995,29.1839402,5500
"2270","Utp Heights Clinic","925 N Shepherd Dr","HARRIS","Houston",NA,NA,NA,100,NA,NA,NA,NA,-95.4107679,29.7878467,100
"2271","Uvalde Memorial Hospital","1025 Garner Field Rd.","UVALDE","Uvalde",NA,400,NA,100,100,975,975,975,-99.7682172,29.2142212,3525
"2272","Vaccine Machine","4501 Spicewood Sprigs Rd","TRAVIS","Austin",NA,100,NA,NA,NA,NA,NA,NA,-97.7598622,30.3739385,100
"2273","Val Verde Rural Health Clinic","1801 N. Bedell","VAL VERDE","Del Rio",NA,500,NA,500,NA,975,975,NA,-100.9008098,29.3819582,2950
"2274","Valley Baptist Family Practice Residency","2222 Benwood St","CAMERON","Harlingen",NA,600,NA,NA,NA,NA,NA,NA,-97.6691811,26.1762428,600
"2275","Valley Baptist Medical Center","2101 Pease St","CAMERON","Harlingen",NA,NA,800,NA,NA,NA,NA,NA,-97.6705186,26.1746446,800
"2276","Valley Baptist Medical Center",NA,"CAMERON","Harlingen",2925,NA,NA,NA,NA,NA,NA,NA,-97.6711333,26.1742502,2925
"2277","Valley Baptist Medical Center Brownsville","1040 W Jefferson St","CAMERON","Brownsville",NA,900,NA,NA,NA,NA,NA,NA,-97.5108492,25.9180715,900
"2278","Valley Doctors Clinic Of Brownsville, Pllc","2300 Central Blvd","CAMERON","Brownsville",NA,NA,NA,100,NA,NA,NA,NA,-97.5097668,25.9361539,100
"2279","Valley Health Clinic","2542 Central Palm Drive","STARR","Rio Grande City",NA,100,NA,NA,NA,NA,NA,NA,-98.8576846,26.3789229,100
"2280","Valley House Calls Pllc","1795 W Us Highway 77","CAMERON","San Benito",NA,1000,NA,NA,NA,NA,NA,NA,-97.6514,26.15595,1000
"2281","Valley Medical Art Clinic","5201 N 10th St","HIDALGO","McAllen",NA,500,NA,NA,NA,NA,NA,NA,-98.2224084,26.2506485,500
"2282","Valley Regional Medical Center","100A E. Alton Gloor","CAMERON","Brownsville",NA,600,100,NA,300,NA,NA,NA,-97.5146344,25.9780246,1000
"2283","Van Horn Rural Health Clinic","Eisenhower Rd Fm 2185","CULBERSON","Van Horn",NA,100,NA,NA,NA,200,NA,NA,-104.8283235,31.0496717,300
"2284","Vaxanation Mobile Vaccination Clinic","14655 North West Fwy","HARRIS","Houston",NA,500,NA,NA,NA,NA,NA,NA,-95.5396638,29.8650468,500
"2285","Vcare Clinics - Carrollton","1445 Mac Arthur Dr","DALLAS","Carrollton",NA,100,NA,NA,NA,NA,NA,NA,-96.9233454,32.9842346,100
"2286","Vcare Clinics - Houston","8121 Broadway St","HARRIS","Houston",NA,200,NA,NA,NA,NA,NA,NA,-95.2768108,29.6758625,200
"2287","Vcare Clinics - Pasadena","2615 Strawberry Rd","HARRIS","Pasadena",NA,NA,NA,100,NA,NA,NA,NA,-95.1925431,29.672413,100
"2288","Victoria County Public Health Department","2805 N Navarro","VICTORIA","Victoria",NA,100,NA,NA,NA,1000,1500,2000,-97.0023053,28.8217159,4600
"2289","Victoria Fire Department","1703 E. Airline","VICTORIA","Victoria",NA,200,NA,NA,NA,NA,NA,NA,-96.9869212,28.8209959,200
"2290","Vik Complete Care Lakeway","1518 Ranch Rd. 620 S. Bldg. H","TRAVIS","Austin",NA,NA,NA,300,NA,NA,NA,NA,-97.9651032,30.3466858,300
"2291","Village Medical","102 N Friendswood Dr Ste 100","GALVESTON","Friendswood",NA,NA,NA,100,NA,NA,NA,NA,-95.2068508,29.5336195,100
"2292","Village Medical- Clear Creek","302 Highway 3 S","GALVESTON","League City",NA,400,NA,NA,NA,NA,NA,NA,-95.092937,29.5064347,400
"2293","Village Medical - Memorial","9055 Katy Fwy Ste 200","HARRIS","Houston",NA,500,NA,NA,NA,NA,NA,NA,-95.5122601,29.7835409,500
"2294","Village Medical Center At Alden Bridge","8000 Research Forest Dr Ste 360","MONTGOMERY","Spring",NA,500,NA,NA,NA,NA,NA,NA,-95.5286349,30.2112569,500
"2295","Vital Family Practice Center","1900 Oates Dr","DALLAS","Mesquite",NA,500,NA,NA,NA,NA,NA,NA,-96.6296591,32.8355368,500
"2296","VITALANT","2523 48th Street","LUBBOCK","Lubbock",NA,200,NA,NA,NA,NA,NA,NA,-101.8717968,33.5504057,200
"2297","Waco-McLennan County Public Health District","225 W Waco Dr","MCLENNAN","Waco",NA,NA,NA,NA,1500,NA,NA,NA,-97.1362664,31.5645235,1500
"2298","Waco Center for Youth","3501 N. 19th St.","MCLENNAN","Waco",NA,300,NA,NA,NA,NA,NA,NA,-97.1686047,31.579464,300
"2299","Waco Internal Medicine Associates","301 Richland W Cir","MCLENNAN","Waco",NA,NA,NA,100,NA,NA,NA,NA,-97.1974497,31.5141195,100
"2300","Wadley Regional Medical Center","1000 Pine","BOWIE","Texarkana",NA,NA,200,NA,200,NA,NA,NA,-94.0481498,33.4289096,400
"2301","Wadley Regional Medical Center",NA,"BOWIE","Texarkana",975,NA,NA,NA,NA,NA,NA,NA,-94.046913,33.42893,975
"2302","Walgreens #21173","1600 COIT RD","COLLIN","Plano",NA,NA,NA,100,NA,NA,NA,NA,-96.7669609,33.0209877,100
"2303","Walgreens 11515","5000 Teasley Ln","DENTON","Denton",NA,NA,NA,100,NA,NA,NA,NA,-97.1056696,33.146874,100
"2304","Walgreens 15993","2341 EAST MAIN","MAVERICK","Eagle Pass",NA,NA,NA,100,NA,NA,NA,NA,-100.4820752,28.7094522,100
