Provider_Name,Address,County,City,Doses_W1,Doses_W2,Doses_W3,Doses_W4,Doses_W5,Doses_W6,Sum,lon,lat
Surgery Center of Texas,6020 West Plano Parkway,COLLIN,Plano,NA,NA,NA,NA,100,NA,100,-98.5266172,29.5620641
Surgical Arts Center,6501 Blanco Rd,BEXAR,San Antonio,NA,NA,NA,100,NA,NA,100,-98.5331377,29.5604754
Susan L Boullioun Md Family Practice,113 E Cedar St,GUADALUPE,Seguin,NA,NA,NA,100,NA,NA,100,-98.5341444,29.5604244
Sweeny Community Hospital,305 N Mckinney St,BRAZORIA,Sweeny,NA,NA,200,NA,NA,NA,200,-98.534296,29.5604214
Swiftcare Urgent Care,1201 N Main St,TARRANT,Euless,NA,1000,NA,NA,NA,NA,1000,-98.5421474,29.5591682
Swisher Memorial Healthcare System,539 Se 2nd St,SWISHER,Tulia,NA,NA,100,NA,NA,NA,100,-98.5422332,29.5587589
syed a gardezi md,1628 crabb river rd,FORT BEND,Richmond,NA,NA,NA,100,NA,NA,100,-98.5426193,29.5582129
Taft Family Health Center,1210 Gregory St Ste 2,SAN PATRICIO,Taft,NA,NA,NA,100,NA,NA,100,-98.5454083,29.5575207
Tarrant Co Ph Bagsby,3212 Miller Ave,TARRANT,Fort Worth,NA,NA,NA,100,NA,NA,100,-98.5478211,29.5552761
Tarrant Co Ph Imm Outreach,1101 S Main St Ste 1350,TARRANT,Fort Worth,NA,3000,7200,4925,NA,9000,24125,-98.5491414,29.554686
Tarrant Co Ph Nw Health Ctr,3800 Adam Grubb,TARRANT,Fort Worth,NA,NA,NA,100,NA,NA,100,-98.5500639,29.5536932
Tarrant Co Ph Sw Health Ctr,6551 Granbury Rd,TARRANT,Fort Worth,NA,NA,NA,100,NA,NA,100,-98.5508149,29.552849
Tarrant Co Ph Watauga Health,6601 Watauga Rd,TARRANT,Fort Worth,NA,900,NA,NA,NA,NA,900,-98.5517589,29.5525384
Tarrant County Public Health,1101 S Main St Ste 1350,TARRANT,Fort Worth,NA,NA,NA,NA,9000,NA,9000,-98.5540547,29.5495514
Tarrytown Pharmacy,2727 Exposition Blvd,TRAVIS,Austin,NA,500,NA,NA,NA,NA,500,-98.554162,29.5489659
TCH Main,6621 Fannin St Mc 22510,HARRIS,Houston,NA,975,7925,1275,NA,3900,14075,-98.5542017,29.5478613
Tejas Medical Associates,6510 Hillcroft St Ste 200,HARRIS,Houston,NA,NA,NA,100,NA,NA,100,-98.5565222,29.5472905
Terrell State Hospital,1200 E Brin St,KAUFMAN,Terrell,NA,NA,100,NA,NA,NA,100,-98.557123,29.5470128
Terrell State Hospital,NA,KAUFMAN,Terrell,975,NA,NA,NA,NA,NA,975,-98.5590819,29.5466617
Texas A And M University Health,6300 Ocean Drive,NUECES,Corpus Christi,NA,NA,NA,NA,100,NA,100,-98.5600842,29.5465156
Texas A&M Health Family Care Clinic,2900 E 29th St,BRAZOS,Bryan,NA,NA,NA,NA,100,NA,100,-98.5609162,29.5464257
Texas Behavioral Health,"104 Whispering Pines Ave,",GALVESTON,Friendswood,NA,500,NA,NA,NA,NA,500,-98.5681314,29.5453316
Texas Cancer Care Research Ctr,1700 W Hwy 6,MCLENNAN,Waco,NA,NA,NA,100,NA,NA,100,-98.568625,29.544993
Texas Cancer Center Abilene So,1957 Antilley Rd,TAYLOR,Abilene,NA,NA,NA,100,NA,NA,100,-98.5691179,29.5435537
Texas Cancer Center Seton Wm,301 Seton Pkwy Ste 104,WILLIAMSON,Round Rock,NA,NA,NA,200,NA,NA,200,-98.5708682,29.5427889
Texas Center For Infectious Disease,2303 Se Military Dr,BEXAR,San Antonio,NA,NA,NA,NA,200,NA,200,-98.5714793,29.5417138
Texas Centers for Infectious Disease Associates,1025 College Ave,TARRANT,Fort Worth,NA,100,NA,NA,NA,NA,100,-98.5721875,29.5412969
Texas Children's Hospital Main,NA,HARRIS,Houston,3900,NA,NA,NA,NA,NA,3900,-98.5722733,29.5396086
Texas Children's Hospital West Campus,18200 Katy Freeway,HARRIS,Houston,NA,NA,1075,NA,NA,NA,1075,-98.5732606,29.5393333
Texas Children's Hospital West Campus,NA,HARRIS,Houston,975,NA,NA,NA,NA,NA,975,-98.5750851,29.5387211
Texas Children's Hospital Woodlands,17600 Interstate 45 S,MONTGOMERY,Conroe,NA,NA,1075,NA,NA,NA,1075,-98.5755785,29.5377249
Texas Children's Hospital Woodlands,NA,MONTGOMERY,Conroe,975,NA,NA,NA,NA,NA,975,-98.5760695,29.5375921
Texas Christian University Health Center,2825 Stadium Dr,TARRANT,Fort Worth,NA,100,NA,NA,NA,NA,100,-98.5761644,29.5354714
Texas Dads State Supportive Living Center Lufkin,6844 U.S. 69,ANGELINA,Pollok,NA,1100,NA,100,NA,NA,1200,-98.5766312,29.5351263
Texas Department of Criminal Justice Allred,2101 FM 369 N,WICHITA,Iowa Park,NA,NA,NA,100,NA,NA,100,-98.5768649,29.5336195
Texas Department of Criminal Justice BETO,1391 FM 3328,ANDERSON,Tennessee Colony,NA,NA,NA,100,NA,NA,100,-98.5774288,29.5313246
Texas Department of Criminal Justice BOYD,200 Spur 113,FREESTONE,Teague,NA,NA,NA,100,NA,NA,100,-98.5774288,29.5302075
Texas Department of Criminal Justice CLEMENTS,9601 Spur 591,POTTER,Amarillo,NA,100,NA,NA,NA,200,300,-98.5777248,29.5273612
Texas Department of Criminal Justice COFFIELD,2661 FM 2054,ANDERSON,Tennessee Colony,NA,NA,NA,100,NA,NA,100,-98.5789642,29.5270854
Texas Department of Criminal Justice CONNALLY,899 FM 632,KARNES,Kenedy,NA,NA,NA,100,NA,NA,100,-98.5797638,29.5267426
Texas Department of Criminal Justice COTULLA,610 FM 624,LA SALLE,Cotulla,NA,NA,NA,100,NA,NA,100,-98.5812018,29.5225164
Texas Department of Criminal Justice CRAIN,1401 Sate School Rd,CORYELL,Gatesville,NA,NA,NA,100,NA,NA,100,-98.5815588,29.5208932
Texas Department of Criminal Justice DALHART,11950 FM 998,DALLAM,Dalhart,NA,100,NA,NA,NA,NA,100,-98.5836917,29.5207632
Texas Department of Criminal Justice DARRINGTON,59 Darrington Rd,BRAZORIA,Rosharon,NA,NA,NA,100,NA,400,500,-98.5841779,29.5204491
Texas Department of Criminal Justice DIBOLL,1604 First Street,ANGELINA,Diboll,NA,NA,NA,100,NA,NA,100,-98.5880706,29.5199413
Texas Department of Criminal Justice DOMINGUEZ,6535 Cagnon Rd,BEXAR,San Antonio,NA,NA,NA,100,NA,NA,100,-98.588509,29.5195482
Texas Department of Criminal Justice DUNCAN,1502 S. First Street,ANGELINA,Diboll,NA,NA,NA,100,NA,NA,100,-98.5893801,29.5177889
Texas Department of Criminal Justice EAST TX ISF,900 Industrial Drive,RUSK,Henderson,NA,NA,NA,100,NA,NA,100,-98.5898738,29.5177291
Texas Department of Criminal Justice ESTELLE,264 FM 3478,WALKER,Huntsville,NA,200,NA,NA,NA,NA,200,-98.5899167,29.5172486
Texas Department of Criminal Justice GARZA,4250 Hwy 202,BEE,Beeville,NA,NA,NA,100,NA,200,300,-98.5900455,29.516419
Texas Department of Criminal Justice GOREE,7405 Hwy 75 South,WALKER,Huntsville,NA,NA,NA,NA,NA,200,200,-98.5902742,29.5162436
Texas Department of Criminal Justice Gurney,1385 FM 3328,ANDERSON,Palestine,NA,NA,NA,100,NA,NA,100,-98.5947683,29.5157508
Texas Department of Criminal Justice Hobby,742 FM 712,FALLS,Marlin,NA,100,NA,NA,NA,NA,100,-98.5956481,29.5155925
Texas Department of Criminal Justice Holliday,295 IH 45N,WALKER,Huntsville,NA,NA,NA,NA,100,NA,100,-98.6033559,29.515578
Texas Department of Criminal Justice Hughes,3201 FM 929,CORYELL,Gatesville,NA,NA,NA,100,NA,NA,100,-98.6069183,29.5152794
Texas Department of Criminal Justice Hutchins,1500 E. Langdon Rd.,DALLAS,Dallas,NA,NA,NA,100,NA,NA,100,-98.6074569,29.5147338
Texas Department of Criminal Justice Jester III,3 Jester Rd,FORT BEND,Richmond,NA,NA,NA,100,NA,NA,100,-98.6099697,29.514346
Texas Department of Criminal Justice Jester IV,4 Jester Rd.,FORT BEND,Richmond,NA,NA,NA,100,NA,200,300,-98.6162531,29.5136324
Texas Department of Criminal Justice Lewis,777 FM 3497,TYLER,Woodville,NA,NA,NA,NA,100,NA,100,-98.6167664,29.5131098
Texas Department of Criminal Justice Luther,1800 Luther Drive,GRIMES,Navasota,NA,NA,NA,100,NA,NA,100,-98.6226624,29.5124948
Texas Department of Criminal Justice Lynchner,2350 Atascocita Rd.,HARRIS,Humble,NA,NA,NA,NA,100,NA,100,-98.6333034,29.5117468
Texas Department of Criminal Justice McConnell,3001 S. Emily Dr.,BEE,Beeville,NA,NA,NA,100,NA,NA,100,-98.6342111,29.5099713
Texas Department of Criminal Justice Michael,2664 FM 2054,ANDERSON,Tennessee Colony,NA,NA,NA,100,NA,NA,100,-98.6381457,29.5092882
Texas Department of Criminal Justice MIDDLETON,13055 FM 3522,TAYLOR,Abilene,NA,NA,NA,NA,100,NA,100,-98.6388761,29.5092087
Texas Department of Criminal Justice MONTFORD,8602 Peach,LUBBOCK,Lubbock,NA,400,NA,NA,NA,NA,400,-98.6412139,29.5080538
Texas Department of Criminal Justice Mt. View,2305 Ransom Road,CORYELL,Gatesville,NA,NA,NA,100,NA,NA,100,-98.6440745,29.5078141
Texas Department of Criminal Justice Murray,1916 N. Hwy 36 Bypass,CORYELL,Gatesville,NA,NA,NA,100,NA,NA,100,-98.6452245,29.5078141
Texas Department of Criminal Justice Pack 1,2400 Wallace Pack Road,GRIMES,Navasota,NA,NA,NA,100,NA,NA,100,-98.6506482,29.5075448
Texas Department of Criminal Justice Plane,904 FM 686,LIBERTY,Dayton,NA,NA,NA,100,NA,NA,100,-98.6527678,29.5069796
Texas Department of Criminal Justice Polunsky,3872 FM 350 South,POLK,Livingston,NA,NA,NA,100,NA,NA,100,-98.6582537,29.5066273
Texas Department of Criminal Justice Powledge,1400 FM 3452,ANDERSON,Palestine,NA,NA,NA,100,NA,NA,100,-98.6629343,29.5064347
Texas Department of Criminal Justice Ramsey 1,1100 FM655,BRAZORIA,Rosharon,NA,NA,NA,100,NA,NA,100,-98.664184,29.5059679
Texas Department of Criminal Justice ROBERTSON,12071 FM 3522,TAYLOR,Abilene,NA,NA,NA,100,NA,NA,100,-98.6642643,29.5058195
Texas Department of Criminal Justice SANCHEZ,3901 State Jail Road,EL PASO,El Paso,NA,NA,NA,100,NA,NA,100,-98.669685,29.5050802
Texas Department of Criminal Justice SAYLE,4176 FM 1800,STEPHENS,Breckenridge,NA,NA,NA,100,NA,NA,100,-98.6756377,29.5041674
Texas Department of Criminal Justice Skyview,379 FM 2972,CHEROKEE,Rusk,NA,100,NA,NA,NA,200,300,-98.6899623,29.5039936
Texas Department of Criminal Justice SMITH,1313 County Road 19,DAWSON,Lamesa,NA,100,NA,NA,NA,NA,100,-98.6964471,29.5036007
Texas Department of Criminal Justice Stiles,3060 FM 3514,JEFFERSON,Beaumont,NA,NA,NA,100,NA,NA,100,-98.6965548,29.5027806
Texas Department of Criminal Justice Stringfellow,1200 FM 655,BRAZORIA,Rosharon,NA,NA,NA,100,NA,NA,100,-98.6969456,29.5016257
Texas Department of Criminal Justice Telford,3899 State Hwy 98,BOWIE,New Boston,NA,NA,NA,100,NA,NA,100,-98.6969456,29.4997416
Texas Department of Criminal Justice Terrell,1300 FM 655,BRAZORIA,Rosharon,NA,NA,NA,100,NA,NA,100,-98.6969457,29.4997055
Texas Department of Criminal Justice Travis Cty,8101 FM 969,TRAVIS,Austin,NA,NA,NA,NA,NA,200,200,-98.6972818,29.4980193
Texas Department of Criminal Justice Willacy,1695 S. Buffalo Dr.,WILLACY,Raymondville,NA,NA,NA,100,NA,NA,100,-98.703031,29.4934859
Texas Department of Criminal Justice Wynne,810 FM 2821,WALKER,Huntsville,NA,NA,NA,NA,100,NA,100,-98.7042159,29.4927082
Texas Department Of Public Safety,5805 N Lamar Blvd,TRAVIS,Austin,NA,200,NA,NA,NA,NA,200,-98.7058385,29.491418
Texas Diabetes & Endocrinology,110 Deer Ridge Drive,WILLIAMSON,Round Rock,NA,500,NA,NA,NA,NA,500,-98.7100519,29.4899366
"Texas Health Care, P.L.L.C.",2821 Lackland Rd Ste 300,TARRANT,Fort Worth,NA,NA,NA,NA,300,NA,300,-98.7102669,29.489513
Texas Health Harris Methodist Hospital Fort Worth,NA,TARRANT,Fort Worth,5850,NA,NA,NA,NA,NA,5850,-98.7194265,29.4886024
Texas Health Hospital Mansfield,2300 Lonestar Road,TARRANT,Mansfield,NA,NA,NA,NA,100,NA,100,-98.7259083,29.4857602
Texas Health Huguley Hospital - Fort Worth South,11801 South Fwy,TARRANT,Burleson,NA,NA,200,3225,NA,NA,3425,-98.7315841,29.4853041
Texas Health Huguley Hospital - Fort Worth South,NA,TARRANT,Burleson,975,NA,NA,NA,NA,NA,975,-98.7350177,29.4826729
Texas Health Medical Support,1100 Bridgewood,TARRANT,Fort Worth,NA,975,6925,7000,NA,9750,24650,-98.7391257,29.480082
Texas Health Resources,1100 Bridgewood,TARRANT,Fort Worth,NA,NA,NA,NA,10050,NA,10050,-98.7415992,29.4778882
Texas MedClinic,13722 Embassy Row,BEXAR,San Antonio,NA,NA,NA,100,NA,NA,100,-98.7642469,29.4740383
Texas Neuro Rehab Center,1106 W Dittmar Rd,TRAVIS,Austin,NA,NA,NA,NA,100,NA,100,-98.7654995,29.4721131
Texas Oncology Cedar Park,1401 Medical Pkwy Bldg C,WILLIAMSON,Cedar Park,NA,NA,300,NA,NA,NA,300,-98.7778313,29.4707925
Texas Oncology Houston Mem Cit,925 Gessner Rd,HARRIS,Houston,NA,NA,300,NA,NA,NA,300,-98.7903024,29.4698978
Texas Oncology Irving,2021 N Macarthur Blvd Ste 400,DALLAS,Irving,NA,NA,300,NA,NA,NA,300,-98.7964864,29.4695934
Texas Oncology Pa Beaumont,690 N 14th St,JEFFERSON,Beaumont,NA,NA,300,NA,NA,NA,300,-98.8006371,29.4671497
Texas Oncology Pa Katy,1331 W Grand Pkwy N Ste 340,HARRIS,Katy,NA,NA,NA,100,NA,NA,100,-98.8139839,29.4668423
Texas Oncology Pa Willowbrook,13215 Dotson Rd,HARRIS,Houston,NA,NA,NA,100,NA,NA,100,-98.8145278,29.4668422
Texas Orthopedic Hospital,7401 South Main St,HARRIS,Houston,NA,300,NA,NA,NA,NA,300,-98.8175623,29.4668422
Texas Rehabilitation Hospital of Fort Worth,425 Alabama Avenue,TARRANT,Fort Worth,NA,NA,200,NA,NA,NA,200,-98.8439785,29.4667254
Texas Scottish Rite Hospital For Children,2222 Welborn St,DALLAS,Dallas,NA,NA,200,NA,NA,NA,200,-98.8544738,29.4661305
Texas Scottish Rite Hospital For Children,NA,DALLAS,Dallas,975,NA,NA,NA,NA,NA,975,-98.8544738,29.4661132
Texas Tech Family And Community Medicine,9849 Kenworthy St,EL PASO,El Paso,NA,100,NA,100,NA,NA,200,-98.8576846,29.4658911
Texas Tech Family Medicine,1400 S Coulter St # 5100,POTTER,Amarillo,NA,500,NA,400,NA,NA,900,-98.8588909,29.4647521
Texas Tech Health Science Center,701 W 5th St Ste 1111,ECTOR,Odessa,NA,200,NA,NA,NA,NA,200,-98.858934,29.4614161
Texas Tech Health Science Center - Amarillo,NA,POTTER,Amarillo,975,NA,NA,NA,NA,NA,975,-98.8606936,29.4609714
Texas Tech Health Sciences Center,800 West 5th Street,ECTOR,Odessa,NA,NA,NA,300,NA,NA,300,-98.8752212,29.4609714
Texas Tech Pediatrics - Amarillo,1400 S Coulter St Ste 100,POTTER,Amarillo,NA,2500,NA,NA,NA,NA,2500,-98.8808225,29.459418
Texas Tech Physicians Of El Paso At Transmountain Family Me,2000-B Transmountain Rd,EL PASO,El Paso,NA,900,NA,NA,NA,NA,900,-98.8865508,29.4573459
Texas Tech University Health Science Center Immunization Off,3601 4th St Ms 8150,LUBBOCK,Lubbock,NA,3000,NA,NA,NA,NA,3000,-98.8870725,29.4484386
Texas Tech University Health Sciences Center El Paso Occupat,4801 Alberta Ave Ste A02,EL PASO,El Paso,NA,2000,NA,NA,NA,NA,2000,-98.887096,29.4461468
Texas Vaccine Institute,21811 Katy Fwy Ste D102,HARRIS,Katy,NA,300,NA,NA,NA,NA,300,-98.924405,29.4461169
Texas Woman's University,604 Administration Drive,DENTON,Denton,NA,2100,NA,NA,NA,NA,2100,-98.9293547,29.4449734
Texoma Cancer Center,5400 Kell Blvd,WICHITA,Wichita Falls,NA,NA,NA,100,NA,NA,100,-98.9764242,29.4411887
Texoma Hospital Partners LLC,1810 US Hwy 82 West,GRAYSON,Sherman,NA,NA,NA,NA,400,NA,400,-98.9792289,29.4408508
Texoma Medical Center- Hospital Patients,5016 S Us Highway 75,GRAYSON,Denison,1950,975,3625,NA,NA,NA,6550,-98.9808302,29.4377902
Texomacare Family Practice - Dension,5012 Us Hwy 75 South,GRAYSON,Denison,NA,500,NA,NA,NA,NA,500,-98.9926443,29.4348146
The Center For Cancer And Blood Disorders,800 W Magnolia Ave,TARRANT,Fort Worth,NA,100,NA,NA,NA,NA,100,-99.116693,29.4337636
The Colony ER Hospital,4780 State Hwy 121,DENTON,The Colony,NA,NA,100,NA,NA,NA,100,-99.116693,29.4337636
The Drug Store,100 S Avenue E,HASKELL,Haskell,NA,NA,NA,100,NA,NA,100,-99.1172229,29.4337227
The Eddick Corporation,1015 Hillcrest Dr.,WILBARGER,Vernon,NA,100,NA,NA,NA,NA,100,-99.1344601,29.4320089
The Emergency Clinic at the Pearl,2015 Broadway St.,BEXAR,San Antonio,NA,NA,NA,100,100,NA,200,-99.1347195,29.4309066
The Health Center Of Helping Hands,401 W Rusk St Ste 100,ROCKWALL,Rockwall,NA,NA,NA,NA,NA,400,400,-99.1351951,29.4309066
The Heights Emergency Room,101 North Loop W,HARRIS,Houston,NA,NA,NA,100,NA,NA,100,-99.1433876,29.430673
The Hospital At Westlake Medical Center,5656 Bee Caves Rd Ste M302,TRAVIS,Austin,NA,NA,200,NA,100,NA,300,-99.1438857,29.4283807
The Hospitals of Providence East Campus,3280 Joe Battle Blvd,GALVESTON,Galveston,NA,3000,NA,NA,NA,NA,3000,-99.1508227,29.4281027
The Hospitals of Providence East Campus,NA,EL PASO,El Paso,975,NA,NA,NA,NA,NA,975,-99.1509482,29.4247395
The Hospitals of Providence Memorial Campus,2001 N Oregon St,EL PASO,El Paso,NA,NA,300,NA,NA,NA,300,-99.1524479,29.421426
The Hospitals of Providence Memorial Campus,NA,EL PASO,El Paso,975,NA,NA,NA,NA,NA,975,-99.1559503,29.4208806
The Hospitals Of Providence Sierra Campus,1625 Medical Center Dr,EL PASO,El Paso,NA,700,100,NA,NA,NA,800,-99.1650301,29.4207449
The Hospitals Of Providence Transmountain Campus,2000 Transmountain Road,EL PASO,El Paso,NA,400,NA,NA,NA,NA,400,-99.1765378,29.4207449
The Immunization Clinic - Stafford,3727 Greenbriar Dr Ste 403,FORT BEND,Stafford,NA,500,NA,NA,NA,NA,500,-99.1765378,29.4207449
The Lady with the Lamp,2323 Riverway Oak Drive,HARRIS,Kingwood,NA,100,NA,NA,NA,NA,100,-99.1775356,29.4196128
The Medical Center Of Plano,3901 W 15th St,COLLIN,Plano,NA,NA,100,NA,300,NA,400,-99.2146522,29.4188386
The Medical Center Of Southeast Texas,2555 Jimmy Johnson Blvd,JEFFERSON,Port Arthur,NA,NA,NA,NA,300,NA,300,-99.239371,29.4188327
The Medical Center Of Southeast Texas,NA,JEFFERSON,Port Arthur,975,NA,NA,NA,NA,NA,975,-99.2474171,29.4180821
The Medicine Shoppe Pharmacy 0708,1624 N Travis St,GRAYSON,Sherman,NA,700,NA,NA,NA,NA,700,-99.2486828,29.4180445
The Medicine Shoppe Pharmacy 0939,903 W Frank Ave,ANGELINA,Lufkin,NA,200,NA,NA,NA,NA,200,-99.274184,29.4152749
THE PHYSICIANS CENTRE HOSPITAL,3131 University Dr E,BRAZOS,Bryan,NA,NA,NA,NA,200,NA,200,-99.2833244,29.4151743
The Prescription Shop,120 S Grand Ave,ELLIS,Waxahachie,NA,NA,NA,100,NA,NA,100,-99.2980478,29.4098545
The San Antonio Orthopaedic Group,400 Concord Plaza Dr Ste 300,BEXAR,San Antonio,NA,NA,NA,100,NA,NA,100,-99.3113516,29.4095742
"The Surgery Center at Williamson, LLC","301 Seton Parkway, Suite 200",WILLIAMSON,Round Rock,NA,100,NA,NA,NA,NA,100,-99.3119582,29.4081072
The University of Texas at El Paso,500 W. University Ave,EL PASO,El Paso,NA,NA,NA,NA,NA,975,975,-99.3156158,29.4057858
The University of Texas at San Antonio,One UTSA Circle,BEXAR,San Antonio,NA,NA,NA,100,NA,NA,100,-99.3198653,29.404246
Throckmorton Rural Health Clinic,802 N Minter Ave Ste B,THROCKMORTO,Throckmorton,NA,NA,100,NA,NA,NA,100,-99.3353854,29.404246
Throckmorton Rural Health Clinic,802 N Minter Ave Ste B,THROCKMORTON,Throckmorton,NA,NA,NA,NA,NA,100,100,-99.346663,29.404246
Thurman's Pro-Med Pharmacy,402 N Madison Ave,TITUS,Mount Pleasant,NA,NA,NA,100,NA,NA,100,-99.423285,29.39965
TIRR Memorial Hermann Pharmacy,1333 Moursund St,HARRIS,Houston,NA,800,1000,NA,NA,NA,1800,-99.4256044,29.3991128
Titus Regional Medical Center,2001 North Jefferson,TITUS,Mount Pleasant,NA,700,NA,NA,300,400,1400,-99.4350531,29.3977426
Tlc Clinic Pllc,12600 Scarsdale Blvd Ste A,HARRIS,Houston,NA,NA,NA,100,NA,NA,100,-99.468035,29.3972069
Tmc Bonham Hospital,504 Lipscomb St,FANNIN,Bonham,NA,200,300,NA,NA,975,1475,-99.4696118,29.3940715
Tom Thumb Pharmacy 0296,6800 W Virginia Parkway,COLLIN,McKinney,NA,NA,NA,100,NA,NA,100,-99.469617,29.3889872
Tom Thumb Pharmacy 1540,3757 Forest Ln,DALLAS,Dallas,NA,NA,NA,100,NA,NA,100,-99.4719052,29.3833311
Tom Thumb Pharmacy 1780,1000 Keller Parkway,TARRANT,Keller,NA,NA,100,NA,NA,NA,100,-99.4719561,29.3826938
Tom Thumb Pharmacy 1781,106 N Denton Tap Road,DALLAS,Coppell,NA,NA,100,100,NA,NA,200,-99.4724771,29.3819582
Tom Thumb Pharmacy 1783,2645 Arapaho,DALLAS,Garland,NA,NA,100,100,NA,NA,200,-99.4730853,29.3814435
Tom Thumb Pharmacy 1785,1075 W Round Grove Rd,DENTON,Lewisville,NA,NA,100,100,NA,NA,200,-99.4731283,29.3812385
Tom Thumb Pharmacy 1786,4215 S Carrier Pkwy,DALLAS,Grand Prairie,NA,NA,100,100,NA,NA,200,-99.4738664,29.3810588
Tom Thumb Pharmacy 1788,7801 Alma,COLLIN,Plano,NA,NA,100,100,NA,NA,200,-99.4745176,29.3782201
Tom Thumb Pharmacy 1789,101 Trophy Lake Dr,DENTON,Roanoke,NA,NA,100,100,NA,NA,200,-99.4759503,29.3678078
Tom Thumb Pharmacy 1854,4301 Cross Timbers Rd,DENTON,Flower Mound,NA,NA,100,100,NA,NA,200,-99.477687,29.3660588
Tom Thumb Pharmacy 1925,8805 Lakeview Pkwy,ROCKWALL,Rowlett,NA,NA,NA,100,NA,NA,100,-99.4779827,29.3657374
Tom Thumb Pharmacy 1972,980 Highway 287 N,TARRANT,Mansfield,NA,NA,NA,100,NA,NA,100,-99.4830708,29.3604706
Tom Thumb Pharmacy 1973,7000 Snider Plz,DALLAS,Dallas,NA,NA,100,NA,NA,NA,100,-99.4904525,29.3584351
Tom Thumb Pharmacy 2526,#39 Arapaho Village S.C.,DALLAS,Richardson,NA,NA,100,100,NA,NA,200,-99.4904525,29.358118
Tom Thumb Pharmacy 2534,6333 East Mockingbird Lane,DALLAS,Dallas,NA,NA,100,100,NA,NA,200,-99.4922224,29.3578774
Tom Thumb Pharmacy 2544,10455 N. Central Expressway,DALLAS,Dallas,NA,NA,100,NA,NA,NA,100,-99.4997457,29.3570531
Tom Thumb Pharmacy 2554,3100 Independence Parkway,COLLIN,Plano,NA,NA,100,100,NA,NA,200,-99.5008748,29.3566887
Tom Thumb Pharmacy 2557,200 N Grand Ave,COOKE,Gainesville,NA,NA,NA,100,NA,NA,100,-99.5039366,29.3558534
Tom Thumb Pharmacy 2561,925 Northwest Hwy,DALLAS,Garland,NA,NA,100,100,NA,NA,200,-99.5050007,29.3546265
Tom Thumb Pharmacy 2570,5968 West Parker,COLLIN,Plano,NA,NA,100,NA,NA,NA,100,-99.5144261,29.3541024
Tom Thumb Pharmacy 2574,3000 S. Hulen,TARRANT,Fort Worth,NA,NA,100,NA,NA,NA,100,-99.6329408,29.3532906
Tom Thumb Pharmacy 2578,2535 N.E. Parkway,DALLAS,Garland,NA,200,100,NA,NA,NA,300,-99.6334391,29.3520248
Tom Thumb Pharmacy 2581,4848 Preston Rd,COLLIN,Frisco,NA,NA,100,100,NA,NA,200,-99.7054159,29.3475206
Tom Thumb Pharmacy 2590,4112 N. Josey,DENTON,Carrollton,NA,NA,NA,100,NA,NA,100,-99.72368,29.3472987
Tom Thumb Pharmacy 2595,3945 Legacy Drive,COLLIN,Plano,NA,NA,200,100,NA,NA,300,-99.7305837,29.3446085
Tom Thumb Pharmacy 2609,612 Grapevine Hwy,TARRANT,Hurst,NA,NA,100,NA,NA,NA,100,-99.7308444,29.3353898
Tom Thumb Pharmacy 2642,5809 E Lovers Ln,DALLAS,Dallas,NA,NA,100,100,NA,NA,200,-99.7318024,29.3344958
Tom Thumb Pharmacy 2643,14280 Marsh Ln,DALLAS,Addison,NA,NA,NA,100,NA,NA,100,-99.7325631,29.3334329
Tom Thumb Pharmacy 2963,5550 F.M. 423,DENTON,Frisco,NA,NA,NA,100,NA,NA,100,-99.7325631,29.3285974
Tom Thumb Pharmacy 2990,7117 Inwood Rd,DALLAS,Dallas,NA,NA,100,100,NA,NA,200,-99.7338493,29.32579
Tom Thumb Pharmacy 3296,2380 N Field St,DALLAS,Dallas,NA,100,300,NA,NA,NA,400,-99.7342848,29.3219805
Tom Thumb Pharmacy 3560,8698 Skillman St,DALLAS,Dallas,NA,NA,100,NA,NA,NA,100,-99.7413285,29.312325
Tom Thumb Pharmacy 3563,633 W Wheatland Rd,DALLAS,Duncanville,NA,NA,100,100,NA,NA,200,-99.741488,29.3121155
Tom Thumb Pharmacy 3579,900 W Mcdermott Dr,COLLIN,Allen,NA,NA,100,100,NA,NA,200,-99.7437357,29.3121155
Tom Thumb Pharmacy 3582,18212 Preston Rd,COLLIN,Dallas,NA,NA,100,100,NA,NA,200,-99.743997,29.3108243
Tom Thumb Pharmacy 3597,11920 Preston Rd,DALLAS,Dallas,NA,NA,100,NA,NA,NA,100,-99.744019,29.3091863
Tom Thumb Pharmacy 3608,7700 N. W. Hwy.,DALLAS,Dallas,NA,NA,100,NA,NA,NA,100,-99.7472202,29.3086091
Tom Thumb Pharmacy 3614,315 S Hampton Rd,DALLAS,Dallas,NA,NA,100,NA,NA,NA,100,-99.7527956,29.299352
Tom Thumb Pharmacy 3617,2611 W Park Row Dr,TARRANT,Arlington,NA,NA,NA,100,NA,NA,100,-99.7563123,29.285969
Tom Thumb Pharmacy 3621,4010 N Macarthur Blvd Ste 10,DALLAS,Irving,NA,NA,100,100,NA,NA,200,-99.7584586,29.2699294
Tom Thumb Pharmacy 3622,6377 Camp Bowie Blvd,TARRANT,Fort Worth,NA,NA,100,NA,NA,NA,100,-99.7589378,29.2690965
Tom Thumb Pharmacy 3623,210 E Pleasant Run Rd,DALLAS,Desoto,NA,NA,100,100,NA,NA,200,-99.7631635,29.2332402
